rank,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,class
1226,48.611,89.167,69.722,59.444,55,52.5,51.944,51.389,54.722,89.444,83.333,73.889,67.5,62.5,62.222,63.889,93.889,93.056,89.722,81.667,76.111,72.778,70.833,69.722,74.722,95.278,93.889,83.889,82.222,78.611,77.5,75.833,76.111,89.722,94.444,85.278,93.333,83.333,82.222,80.278,79.722,96.111,92.222,68.611,58.056,47.778,58.611,93.333,68.611,70,73.611,76.111,69.444,53.611,40.833,46.667,54.167,59.444,65.833,71.111,74.722,76.667,49.167,36.111,41.667,46.944,52.778,61.111,69.167,74.444,84.444,44.722,32.222,36.389,41.944,46.944,56.111,68.056,77.222,75.556,39.722,F
1227,73.889,88.611,88.889,86.667,84.722,92.5,51.389,35.556,30.556,88.056,90.556,88.889,86.667,80.833,74.444,54.722,42.5,35.833,88.611,91.389,91.111,88.889,84.722,72.778,56.111,48.056,40.556,73.611,91.667,94.444,93.611,92.222,78.611,58.889,51.111,44.722,84.444,92.778,93.333,91.944,92.5,92.222,59.722,53.889,48.056,91.389,94.167,95,95.278,95,93.333,79.167,57.5,50.833,41.944,89.722,95.556,96.667,96.944,76.944,91.111,66.111,56.111,33.889,40.278,45.278,50,53.333,56.667,59.444,62.778,83.056,30.556,34.167,38.333,41.111,44.444,46.667,51.111,57.222,65,G
1228,42.5,63.333,75.278,56.111,50.833,48.889,46.389,42.778,39.167,48.056,72.778,72.778,65.278,59.167,56.389,54.167,52.222,49.722,52.778,90,75.833,71.389,66.944,65.278,88.889,95.833,94.444,76.111,90.278,78.889,75.556,74.722,91.667,96.111,96.111,94.167,90,83.333,81.389,79.167,80.833,93.056,95.556,96.111,94.167,91.944,84.444,83.333,83.611,85,95.556,93.611,95.556,91.667,85.278,85,83.611,85.833,86.944,90,93.889,92.778,82.778,85.833,85,83.611,86.389,87.778,89.722,92.778,90.278,48.333,86.389,86.944,85.833,87.778,89.444,89.722,90.833,55.833,36.389,H
1229,28.889,31.944,34.722,38.333,43.056,51.111,86.944,62.222,42.778,32.222,35.833,39.722,44.167,50,85.833,78.889,59.722,48.889,35.278,39.444,44.167,49.444,85.556,78.333,69.444,61.389,51.944,38.056,43.611,49.722,84.722,81.111,77.222,70.833,64.444,56.389,41.389,49.444,86.111,83.333,81.944,78.056,74.167,69.722,62.778,49.444,90.556,85,83.889,81.944,79.722,77.778,76.111,93.611,88.333,86.389,86.111,84.722,83.889,84.722,95.278,95,94.444,86.389,86.667,86.389,86.944,88.889,92.222,95,95.278,92.5,86.389,88.056,89.167,90.833,92.5,96.389,95.556,94.722,89.722,I
1230,90,94.722,96.111,96.111,94.722,80.278,41.667,35.833,31.944,93.333,95.278,94.722,95.556,92.222,66.667,49.444,41.389,36.389,93.889,95.833,95,91.944,79.167,64.722,55,47.222,40.833,71.389,86.944,84.722,78.333,71.111,64.167,57.5,50.833,43.889,43.611,49.444,88.889,91.389,75.556,68.056,62.222,56.111,49.444,38.889,44.444,48.611,52.778,57.778,88.889,85,61.944,54.722,35,38.056,44.444,48.333,51.667,55.833,60.278,88.611,89.722,33.611,33.889,38.333,41.944,45.556,49.444,55.278,61.667,67.778,31.111,30.833,33.889,36.667,39.444,41.389,47.222,55.833,67.778,J
1231,34.444,48.611,90.833,96.111,96.944,97.222,96.944,96.111,91.944,47.778,92.5,95.833,96.667,97.222,96.944,97.222,96.389,94.444,87.5,94.167,96.111,96.667,96.111,96.389,96.944,96.389,94.444,92.778,94.444,96.111,96.111,95.833,96.111,96.111,96.111,94.167,92.778,94.444,96.111,95.556,95,95.833,96.111,95.556,93.889,92.5,94.722,96.111,95.278,95,96.667,96.111,95.833,93.889,88.889,95,96.111,96.667,96.667,96.389,96.389,95.556,93.611,66.389,93.889,96.389,96.111,96.944,96.944,96.667,95,90.833,40.556,89.444,95.556,96.667,96.944,95.833,94.722,85,43.056,A
1232,44.444,77.5,94.722,96.944,97.222,97.222,97.778,97.222,95.556,89.722,95.278,97.222,97.5,97.778,97.5,97.222,96.389,93.611,93.889,96.389,96.944,97.5,97.5,97.222,96.111,94.722,89.444,94.444,96.667,97.222,96.667,97.222,96.389,94.444,84.722,48.056,89.722,95.833,96.389,97.222,96.667,93.056,90.556,50,44.167,58.889,69.444,75.278,79.167,88.889,90.556,52.222,44.722,40,55.556,64.444,72.222,78.333,86.667,83.056,45.278,41.111,36.944,54.167,63.889,70.833,89.167,83.333,46.111,41.389,37.222,34.167,53.333,65.833,85,89.167,47.778,40.556,36.667,34.167,31.667,B
1233,94.444,83.333,82.5,84.167,84.167,91.944,80.556,36.667,31.667,70,75.833,80,82.778,83.889,85.278,88.889,53.611,36.944,62.778,71.389,76.944,80,83.611,85,86.667,77.778,41.667,60.278,69.167,75.556,79.722,83.333,85,84.167,68.889,45.556,61.111,70,77.222,81.944,84.444,85.556,88.611,59.167,49.167,66.667,76.944,81.667,83.611,85,89.722,70.833,60,51.667,93.056,95.833,96.111,95.556,91.667,78.889,70.278,62.778,55,94.167,96.111,96.111,95.556,91.944,77.5,71.944,66.111,59.167,48.889,51.944,52.778,54.167,90.556,92.5,74.167,70.278,65.556,C
1234,93.611,89.444,83.333,83.333,84.167,88.611,55.833,34.722,30.833,67.778,74.167,78.056,81.667,84.444,86.389,86.667,41.389,35,60,69.722,75.556,81.389,87.778,89.444,87.778,50.833,40.278,58.056,67.222,74.167,91.944,92.778,88.333,67.5,54.444,44.444,57.5,68.333,75.278,84.722,89.167,90.556,79.722,55,46.667,61.111,73.611,80.556,84.167,87.222,89.444,90,56.111,49.444,86.667,95,95.833,96.389,93.056,90.556,90.278,58.889,52.222,87.222,95.278,96.667,96.667,95.278,92.5,80.278,61.944,55.833,35,46.944,52.5,55.833,85.833,80.833,73.333,65.556,59.722,D
1235,90,67.778,53.611,51.111,53.333,58.056,73.333,87.222,38.056,88.333,73.889,66.389,61.111,62.778,68.056,74.444,88.889,47.778,85.833,76.111,73.333,69.444,70.833,73.611,76.667,88.889,50.833,86.389,79.722,78.333,76.389,76.944,77.5,93.333,75,53.611,46.389,93.333,96.111,80.556,96.944,95.833,92.5,74.722,58.056,40,50.833,62.5,73.056,92.5,95.278,95.833,94.444,84.167,36.944,44.167,53.056,71.111,93.611,95.278,95.833,95.556,93.889,34.444,38.889,46.111,78.889,93.889,93.889,94.722,95.556,93.889,31.389,34.444,39.167,48.333,91.944,93.611,95,94.722,93.889,E
1236,28.333,30.556,33.333,35.833,39.167,75.833,88.889,78.889,60.833,31.389,34.722,37.222,42.222,64.444,91.944,86.667,78.333,69.722,34.722,37.222,42.5,48.889,87.222,91.111,91.389,96.667,94.444,36.667,40.833,46.667,52.778,79.444,93.056,94.722,92.778,63.333,38.889,43.333,49.444,55.556,66.389,76.111,79.444,77.5,51.389,41.389,47.222,52.778,58.611,65.833,73.056,82.222,51.667,45.833,44.444,50.833,55.833,61.667,67.222,71.389,80.556,46.944,41.111,48.889,55.556,60.278,64.722,68.889,83.889,49.722,41.944,36.944,56.944,62.222,65.833,68.611,76.389,82.222,41.389,36.667,32.5,F
1237,84.167,88.056,87.778,85.278,80.278,71.389,44.444,36.111,31.111,88.056,88.333,85.278,81.944,73.889,58.889,47.5,40.278,34.722,88.056,86.944,83.889,82.222,77.222,65.556,49.722,44.167,38.611,88.889,93.889,95.833,96.389,95.278,90.278,54.167,48.889,43.611,76.389,91.667,92.222,90.833,88.056,77.5,57.778,49.722,45,87.222,91.389,91.667,90.278,95,94.444,90.833,51.944,47.5,75.278,92.222,93.611,96.389,95.556,93.889,84.722,57.5,49.722,35.833,46.111,54.167,57.222,75.556,80.278,72.5,60.556,53.056,30.833,36.111,42.222,46.944,51.389,83.333,71.667,64.722,56.667,G
1238,90,83.611,55,50,46.944,44.444,42.222,38.611,33.889,87.778,73.889,63.333,56.667,53.056,51.111,47.778,45.278,39.444,89.444,73.333,68.056,62.5,58.889,57.5,55,53.056,50,91.389,75,71.667,68.333,67.222,74.444,96.667,96.111,94.444,95,77.222,75.278,74.444,77.222,96.111,95.833,96.111,94.722,92.5,79.722,78.889,79.722,84.722,95.278,95.278,95.833,94.444,94.722,82.5,81.944,84.444,88.611,96.667,95.833,96.111,95,93.611,84.444,84.444,86.944,90.833,97.222,96.111,95.556,93.611,93.611,85.833,87.222,88.056,90.833,94.167,95.278,93.056,55.833,H
1239,27.5,30.278,32.778,35.278,37.778,40.833,45.556,72.778,88.889,30.278,33.611,36.111,39.722,43.333,47.222,75,90.833,70,33.056,36.389,40.278,44.167,48.056,87.222,84.444,74.167,65.278,35.278,39.444,43.889,52.222,89.167,87.222,79.167,74.444,66.111,37.778,43.333,54.167,87.778,90.556,83.333,81.111,77.222,71.944,42.222,74.167,93.333,92.778,85.556,84.167,83.889,83.889,95.278,71.111,93.056,89.722,87.778,87.778,87.5,89.167,93.056,94.722,91.389,89.167,89.444,90,90,90.556,92.222,94.444,92.778,93.611,90.556,91.111,91.667,91.944,93.333,93.056,93.611,78.889,I
1240,41.944,86.667,95,97.222,97.222,96.944,97.778,97.222,95.556,87.5,95,96.667,97.5,97.5,97.778,97.778,96.944,95,89.722,95.833,97.222,97.5,96.944,97.222,95,77.5,70,64.167,92.778,94.167,91.944,88.056,80.833,75.556,70.833,64.444,51.111,60,67.5,92.778,94.444,91.111,75,68.333,62.222,46.389,54.444,60.833,67.222,76.944,92.5,89.167,69.167,60.833,42.5,50.278,57.778,64.444,71.389,77.778,92.222,89.167,61.944,38.889,46.389,54.444,63.889,71.944,77.778,85.833,92.5,84.444,34.444,40.833,51.111,64.722,76.111,80.833,83.333,90.833,91.111,J
1241,35,45.833,76.111,94.444,95.833,94.722,90.278,55,38.889,42.222,89.722,95.556,97.222,97.222,96.667,96.667,93.333,56.667,74.167,94.444,96.389,96.944,96.944,97.5,96.944,95.278,91.111,91.667,95,96.111,96.667,96.111,96.389,96.667,95.556,93.889,92.778,94.722,96.111,95.278,95,96.111,95.556,95.556,93.611,92.778,94.722,95.556,95,95,95.556,95,95.556,93.333,92.778,95,96.111,95.556,95.278,96.389,95.556,95.833,93.611,89.722,95,96.667,96.944,96.667,96.667,96.944,96.111,94.167,75,94.722,96.667,97.5,97.222,97.222,96.667,95.278,86.111,A
1242,89.722,95.833,97.222,96.944,97.222,96.944,85.556,90.278,44.722,93.889,95.556,96.667,96.667,97.222,96.667,95.556,92.222,52.222,93.889,96.667,96.944,97.222,97.222,97.222,95.556,93.889,80.556,92.222,96.111,96.667,97.222,96.389,96.944,83.611,70.833,87.5,43.889,52.222,57.222,59.444,61.667,62.778,65.556,67.5,76.944,38.056,43.056,48.333,51.667,54.722,56.944,61.389,64.722,66.944,35.833,37.778,41.667,46.389,50.278,51.944,56.389,60.556,64.167,33.056,33.889,36.944,41.111,44.167,46.389,51.111,56.111,61.389,30.556,30.833,33.333,36.667,38.056,40.556,44.444,49.167,56.944,B
1243,91.667,81.111,81.389,83.889,85.556,85.556,89.444,84.167,40.556,66.389,74.722,78.889,82.778,84.722,87.222,87.778,87.778,76.944,58.056,69.722,77.222,81.944,85.278,88.056,88.889,88.333,77.222,55.833,70.556,79.444,84.444,86.944,88.056,89.722,69.444,58.333,57.778,78.611,82.778,89.722,85.278,79.167,72.222,65.556,57.5,35.556,54.167,78.056,90.556,84.722,76.667,71.111,64.167,57.222,33.611,40.556,47.778,51.667,53.611,87.5,73.056,64.722,57.222,30.833,35,40.556,45,49.167,52.222,73.056,82.222,59.167,28.056,31.389,35.278,39.444,42.5,46.667,50.556,71.389,81.667,C
1244,92.222,73.611,76.944,75.833,43.611,37.222,33.056,30.833,28.889,61.389,67.5,78.056,77.5,50.833,42.5,38.333,35,32.222,52.5,62.5,88.333,93.333,85.833,48.056,43.056,39.444,35.556,45.833,55.278,70.833,82.222,87.222,75.278,44.444,40.833,36.944,40.556,52.5,78.611,90.833,91.944,76.389,49.167,43.889,40,34.722,41.389,91.111,93.333,89.167,65.833,54.444,48.056,43.333,32.222,34.167,42.222,51.111,54.722,76.667,56.389,50.278,44.444,29.444,32.5,35.556,41.389,47.222,50.556,62.222,54.444,48.056,27.5,30.556,32.778,35.556,40.556,43.889,47.222,78.333,54.167,D
1245,88.889,94.444,95.278,96.111,88.889,60,57.5,58.889,91.389,93.056,92.5,89.722,87.778,79.722,69.722,67.5,71.667,82.5,91.111,89.722,86.667,85,81.667,76.667,75.556,78.056,81.111,89.444,90.278,88.056,86.944,83.056,81.944,80.833,80.556,87.778,88.611,90,89.722,87.778,86.111,84.167,91.667,59.722,49.722,59.444,76.389,94.167,88.056,93.611,70.556,60.278,53.056,45.833,57.222,77.778,89.167,91.944,81.111,65.833,56.111,48.333,42.5,62.222,93.056,95,95,92.222,70,50,43.056,38.333,62.222,92.222,94.444,93.056,93.333,79.444,44.167,38.333,33.889,E
1246,50.556,90,79.444,60.833,56.389,56.667,82.222,93.056,61.389,74.722,94.444,78.333,71.944,67.778,70.833,96.111,94.444,89.444,88.889,87.222,81.111,77.778,75.556,78.611,94.167,93.611,79.444,90.278,85,82.778,80.556,80,81.944,88.611,91.944,69.444,84.722,85,84.167,83.333,82.5,83.611,90.278,90,60.278,91.944,87.778,86.667,86.111,85,95.833,80.833,70.556,85,41.111,89.722,95,71.944,59.444,60.833,63.333,66.944,76.944,34.722,39.722,45,48.889,52.222,54.167,58.333,62.778,68.056,30.833,33.889,38.333,42.222,45.556,46.944,51.667,56.667,64.722,F
1247,42.778,86.667,90.556,91.944,93.333,80,41.111,35.278,31.111,68.333,85.556,87.222,85.278,89.722,84.167,47.778,39.722,35.556,81.944,88.611,88.056,83.889,76.111,63.889,51.667,43.056,37.778,72.5,88.611,88.611,84.722,78.889,63.611,54.444,47.222,41.667,63.611,87.778,95,96.111,95,90,57.222,51.111,45.556,85.833,93.889,95,94.444,91.389,81.667,61.667,52.5,46.667,89.167,92.222,92.5,89.722,88.333,95.833,91.944,55.556,49.722,89.444,93.056,93.611,93.056,95.833,95.833,93.611,89.722,53.333,45,93.056,94.722,96.389,97.222,96.389,95.556,86.667,60.833,G
1248,91.667,85.278,83.611,90.556,63.333,60.556,60.556,81.944,94.444,86.944,75.556,75.833,79.722,73.611,67.5,70.833,95,94.167,61.944,68.056,73.333,77.5,79.167,73.611,77.222,94.444,93.889,52.5,61.389,69.167,76.944,81.111,79.444,80.833,93.333,93.056,49.722,57.5,66.111,89.444,85.833,85.278,84.722,94.444,93.889,47.5,54.444,67.222,91.389,86.111,85.556,86.667,90,94.167,44.167,52.222,85.278,90.556,87.5,86.667,87.222,88.889,83.611,41.389,50.556,91.111,91.111,89.444,88.333,87.778,90.278,47.778,37.222,48.333,91.667,91.111,90.833,89.444,91.944,56.944,39.722,H
1249,28.611,32.5,35.833,39.167,44.444,74.167,92.222,91.111,68.333,31.667,36.389,41.111,46.667,76.111,90,79.444,70.556,60.278,34.722,41.389,48.056,87.778,84.167,79.444,74.722,68.056,59.722,38.889,50.556,88.889,83.611,82.222,78.889,74.167,68.611,61.111,50,87.778,90,84.722,82.5,79.722,76.389,71.667,63.889,88.333,91.667,86.944,85.833,83.333,82.222,80,76.111,71.667,92.222,88.056,88.333,87.778,96.667,96.944,96.667,96.389,95,90.556,89.167,90.556,94.167,96.389,95,95.556,95.556,94.444,90,94.722,94.722,96.944,96.389,96.667,97.222,96.667,94.722,I
1250,93.889,95.833,96.389,96.111,95,80,41.944,36.111,32.222,94.444,96.111,96.389,96.111,94.167,75.833,50.278,41.944,37.222,53.889,88.056,89.167,83.333,76.667,65,54.722,47.5,40.833,47.222,53.333,87.778,83.611,73.611,65.556,58.056,51.111,45,43.611,49.444,54.722,60,90.278,83.889,62.5,56.111,49.167,40.556,46.111,51.389,56.111,61.667,68.333,90.833,84.167,55.556,37.5,42.222,47.778,53.333,59.444,65.278,71.111,76.389,90.833,35.556,37.778,42.778,48.333,55.833,63.056,70.833,76.389,78.333,32.222,33.611,38.056,43.611,52.5,63.611,73.611,78.611,80.278,J
1251,34.722,46.667,89.444,95.278,96.389,96.111,93.611,61.944,40,48.333,92.5,95.556,96.389,97.222,96.944,96.389,93.889,65,88.611,95,96.389,97.222,96.667,97.222,97.222,95.833,93.056,92.222,95,96.389,96.389,95.833,96.667,96.389,96.111,94.167,92.778,94.722,95.833,95.278,95,95.556,96.111,95.556,93.889,92.778,94.444,95.278,95.278,95,95.278,95.556,95.278,93.889,92.778,94.444,95.556,95.833,96.111,95,95.556,95.556,94.167,86.944,94.444,96.389,96.667,96.389,96.667,97.222,96.389,94.444,44.444,92.778,96.111,96.944,96.944,96.944,96.389,95,86.111,A
1252,40.833,76.389,95,96.944,97.5,97.222,97.778,97.222,95.556,76.111,94.444,96.667,97.5,97.5,97.5,97.5,96.389,94.722,93.889,95.833,96.944,97.778,97.778,97.222,97.222,96.667,94.444,93.889,96.111,97.222,96.944,98.056,97.222,96.944,96.111,93.889,89.722,95.833,97.222,97.778,97.778,97.778,97.222,96.667,93.056,50.278,61.389,67.5,73.889,78.889,82.222,91.111,93.889,86.111,45.278,54.167,62.222,69.722,75.833,81.944,90.278,83.611,48.056,41.667,49.167,58.611,68.333,75.556,90,89.722,50,41.667,36.389,44.444,55.278,70,87.5,90.278,56.389,43.611,35.833,B
1253,37.5,61.944,91.944,86.111,84.167,42.5,36.667,33.333,30,44.167,56.667,73.889,80.278,83.889,48.333,41.667,36.944,33.333,48.889,58.333,68.333,76.667,82.222,54.444,46.111,41.111,36.667,51.667,61.111,70,75.556,82.222,56.111,49.444,43.889,38.889,58.611,69.722,74.722,76.944,81.667,58.889,52.778,46.944,41.667,92.778,95.278,83.889,91.389,71.111,61.944,56.389,50.556,45.278,93.611,94.444,91.944,82.5,70.833,64.167,59.722,54.444,48.333,93.889,95.556,83.333,91.111,71.944,67.222,62.778,58.056,52.222,43.056,49.167,51.667,56.111,88.056,68.611,66.389,62.5,57.778,C
1254,71.389,82.778,88.889,91.944,92.778,93.611,93.333,90,37.5,62.222,86.389,91.389,95.278,96.389,96.111,94.167,81.667,51.111,54.444,72.5,80,84.444,87.778,89.167,89.722,88.056,52.5,52.5,67.222,76.944,83.889,87.222,90.556,91.944,90.833,77.5,54.167,73.611,81.944,95,95.833,96.389,95.833,93.333,80.556,63.889,93.889,96.667,96.667,96.667,96.389,95.556,91.389,62.5,34.167,54.167,90.833,95.556,95.833,91.111,81.667,72.5,60,29.722,39.444,46.111,51.111,54.444,58.056,85.556,70.556,61.389,28.056,33.889,39.167,43.333,47.778,51.667,72.778,82.5,67.778,D
1255,93.056,72.222,61.389,58.333,57.5,57.222,60.556,70,93.056,92.5,90.556,69.444,66.111,64.167,65.556,69.167,74.444,84.722,86.667,94.722,74.444,72.5,71.111,72.222,74.722,76.944,94.167,49.444,89.444,95.833,97.222,76.111,76.111,96.944,95,79.722,46.111,55.556,71.389,83.056,94.722,95,91.111,81.667,71.944,42.5,50.556,64.167,88.889,95.278,96.389,95.556,91.944,76.389,41.111,46.111,64.722,94.167,95.833,95.833,96.667,96.667,95,37.778,41.389,62.778,93.333,95.556,95.278,95.833,96.389,95,33.611,36.944,43.611,91.944,95.556,96.389,96.389,95.833,95,E
1256,56.389,76.111,91.667,90.278,54.722,48.333,45.278,42.222,37.5,56.389,70,77.222,91.389,86.111,57.5,53.889,50.556,45.278,60.556,70.833,78.611,93.056,77.778,65.833,62.5,65,94.167,70.278,91.389,96.389,92.778,80.833,77.778,97.778,97.222,95.278,94.167,95.556,91.944,88.333,86.111,87.222,96.111,95.278,86.111,58.889,91.389,96.111,96.667,78.611,77.222,90,80.278,63.056,44.722,52.5,58.889,64.167,69.722,74.722,77.5,78.056,58.333,38.611,45,51.944,58.333,66.944,74.167,78.056,85.556,56.944,33.889,39.167,45.556,53.333,65,75.556,79.722,81.944,63.056,F
1257,32.778,74.444,93.056,87.222,91.389,94.722,90,44.167,33.611,42.5,86.667,85.833,84.167,80.556,76.667,64.167,48.889,39.722,60.556,87.222,87.222,83.056,76.944,68.889,60.833,50.833,43.333,56.944,85.556,86.944,86.111,81.944,72.778,60,52.778,46.389,64.167,92.778,95.556,95.278,92.5,80.833,60.833,54.722,48.889,89.722,91.667,91.389,88.889,83.611,70.556,61.111,55.278,49.167,87.5,91.111,91.111,90.556,94.444,93.333,65.278,57.5,52.5,88.889,93.333,93.889,95,94.722,94.444,80,60.833,55.278,47.5,90.833,95.833,96.111,94.722,86.667,73.056,65.833,59.722,G
1258,37.5,61.667,88.889,67.222,55,49.444,46.111,42.222,36.944,44.167,73.056,85,70.278,63.056,57.778,54.167,51.389,46.389,50.278,89.722,78.611,73.056,69.167,65.556,67.222,95.833,94.167,76.111,88.889,81.111,76.389,75.278,77.222,96.944,96.389,94.444,92.222,84.167,82.778,80.833,80.556,84.722,96.111,96.111,94.444,93.611,85.833,85.556,84.722,85.556,89.167,96.111,94.722,91.667,93.611,86.944,86.667,86.944,87.778,90.556,95,93.889,84.722,85.833,86.667,86.944,87.778,88.333,90.278,93.333,91.944,56.667,93.611,89.167,88.889,89.167,90.833,91.111,92.5,56.389,36.667,H
1259,28.889,32.5,35.278,37.778,42.5,48.611,84.167,82.778,46.389,32.222,36.111,39.444,43.889,48.889,72.778,87.222,63.611,50.833,35.278,40,44.444,48.889,74.444,88.611,71.944,63.056,53.611,38.056,44.167,48.611,87.778,86.389,77.222,71.667,64.722,56.667,42.5,50.278,87.222,89.444,81.111,78.056,73.611,68.333,61.389,52.5,90.833,88.056,84.167,82.222,79.167,77.222,73.889,69.444,93.056,88.333,84.722,83.889,82.5,79.444,79.722,79.167,83.056,92.778,85.833,85.833,85,84.722,83.333,83.333,85.278,90,88.611,87.222,86.944,86.944,86.944,87.222,86.667,88.333,90,I
1260,42.778,76.111,94.722,96.389,96.389,96.944,97.222,95.556,90.556,92.778,95.833,96.944,97.5,97.5,97.5,96.944,95,84.722,93.333,96.389,97.222,97.222,97.222,96.944,94.444,77.5,61.389,53.889,91.111,92.778,90.556,86.667,82.778,76.111,68.889,59.167,45,53.056,62.778,90.278,93.889,86.111,76.944,68.333,60,40.833,47.5,53.611,59.444,65.278,77.778,93.056,85.556,62.5,36.944,42.5,48.889,54.444,60.833,67.778,73.889,88.611,89.722,34.167,38.333,43.333,49.722,57.778,66.944,75.833,80.278,91.389,31.667,33.889,37.778,43.889,52.5,70.278,80.556,83.889,89.722,J
1261,33.611,45.278,76.667,94.444,96.111,95.833,93.611,64.722,39.444,45.556,92.222,96.111,97.222,97.222,97.222,96.944,95.278,85.278,74.444,94.444,96.667,96.944,97.222,97.222,97.222,95.833,93.056,92.222,95,96.389,96.667,96.111,96.389,96.389,95.833,94.167,92.778,94.444,96.111,95.556,95,95.556,96.111,95.556,93.889,92.778,94.444,96.111,95.556,95,95.278,96.111,95.556,93.889,87.778,94.167,96.389,96.389,96.389,96.111,95.833,96.111,94.167,67.222,93.611,96.111,96.389,96.389,96.389,97.222,95.833,94.444,38.889,89.444,95.556,97.222,97.5,96.944,97.222,95.833,92.222,A
1262,87.222,95.556,97.222,97.5,96.944,96.944,96.111,91.667,43.056,93.889,96.667,97.222,97.5,97.5,96.944,95.556,94.167,80.556,93.889,96.667,96.944,97.222,97.5,97.222,95.833,95,90.833,94.444,96.111,97.222,96.944,97.5,96.389,96.111,96.111,93.056,87.778,95.278,96.667,97.222,96.944,95.556,96.944,92.778,90.833,60,69.167,89.444,94.722,89.722,86.667,88.889,90,89.444,56.667,63.889,71.111,77.5,83.056,85,88.056,89.722,89.444,55.278,64.167,71.944,78.889,83.056,84.722,87.778,89.444,89.167,54.167,69.444,79.167,83.333,85.278,86.667,88.333,88.611,88.611,B
1263,49.444,78.056,82.5,85,90.556,91.389,56.111,37.778,31.389,51.111,66.944,76.667,81.667,85,86.389,85.833,61.389,36.111,54.167,66.389,74.722,79.722,83.333,85.833,86.944,84.167,40.833,60,69.722,76.667,81.111,83.611,86.111,87.222,86.111,49.167,70.556,75.556,78.889,81.667,84.444,85.833,88.889,76.111,52.5,94.444,96.389,96.389,96.389,95,84.722,75.556,66.667,54.444,44.722,50,53.056,55.278,56.667,87.222,71.667,65,55.278,36.944,42.5,46.667,49.444,52.222,54.722,86.944,65.833,58.611,32.222,36.944,40.833,43.889,46.389,49.722,53.056,86.944,63.056,C
1264,86.667,95,89.167,90,92.778,91.389,81.944,50.556,41.389,64.444,80.278,86.111,94.167,95.833,95.556,93.056,64.167,55.833,65.556,76.389,83.889,88.056,90.556,91.667,93.611,93.611,92.778,91.111,95.278,96.667,96.944,97.5,95,93.889,93.333,91.667,93.333,96.389,97.222,97.222,97.222,96.667,93.889,63.056,56.667,52.5,61.667,67.5,73.056,78.056,88.889,57.778,52.778,46.389,46.389,54.722,62.778,69.444,83.889,78.056,51.944,46.667,40.278,41.389,50,58.889,70,85.556,51.944,46.667,40.833,36.111,36.111,44.167,54.444,80.833,54.722,46.111,40.278,35.833,32.778,D
1265,92.778,67.222,53.611,52.5,52.222,51.389,53.611,80.278,92.778,88.611,72.5,62.778,60.278,60.278,60,65,75.278,86.111,93.056,75.278,70.278,66.944,67.222,68.333,72.222,77.5,82.778,54.444,91.667,75,73.333,73.611,74.444,76.944,79.722,92.5,50,57.5,89.167,95,76.944,78.333,78.056,92.222,67.222,46.667,54.722,61.667,76.111,91.944,93.333,84.444,71.667,60.556,43.333,51.667,60.833,80,92.778,94.444,91.111,75,60.556,39.167,47.222,64.167,94.167,95.833,96.389,95.556,93.611,79.444,34.167,40.833,62.5,93.333,95,95,96.111,93.889,88.333,E
1266,62.778,88.333,65,59.722,60.833,81.667,93.611,89.444,45.833,73.889,79.444,73.056,68.333,71.389,83.611,93.889,90.833,49.444,88.333,81.667,78.333,75.278,77.222,88.333,93.889,89.444,52.222,91.389,83.056,81.389,80.556,81.111,84.167,92.5,79.444,54.444,85.278,84.167,82.5,83.333,83.889,84.722,91.111,83.333,56.667,85.278,85.556,82.5,85,85.278,86.111,93.333,88.889,84.167,86.944,85.833,84.167,86.389,86.944,94.444,75.556,75.556,81.667,88.333,87.5,87.5,87.778,95,72.778,68.056,70.833,74.444,90.278,94.722,95.556,96.111,58.333,56.389,59.722,64.722,73.056,F
1267,56.111,91.667,91.111,94.444,90.278,46.389,38.611,33.333,30,85.278,85,85.278,86.111,91.111,55.556,43.889,37.5,34.167,88.889,90.278,85.833,81.111,75.556,56.944,48.333,41.944,37.222,88.611,94.167,92.222,78.333,69.444,58.333,50.556,45.278,40.278,87.778,87.222,81.944,77.778,70.278,58.889,53.333,48.333,42.778,85.278,85,86.944,92.778,91.944,83.889,57.778,52.778,47.222,90,92.222,95.556,94.167,93.333,90,61.944,56.667,50.278,40.278,51.111,91.389,95.556,60.833,90.278,68.611,63.889,56.944,32.778,38.056,43.333,46.111,48.611,51.389,54.722,58.611,88.333,G
