attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,attr_82,attr_83,attr_84,attr_85,attr_86,attr_87,attr_88,attr_89,attr_90,attr_91,attr_92,attr_93,attr_94,attr_95,attr_96,attr_97,attr_98,attr_99,class
45.278,48.333,50.278,51.944,55.833,63.611,82.778,53.333,43.333,37.222,32.778,90.278,90.833,64.167,63.056,64.722,70,79.444,60,52.222,44.167,38.611,89.722,82.222,73.333,70.278,71.667,74.167,85.556,64.444,58.889,51.944,44.167,86.944,83.056,79.444,77.222,77.222,78.611,89.167,70,66.667,62.222,56.111,88.333,86.389,84.722,81.944,80.833,90.833,93.889,79.722,89.722,95.278,92.5,88.056,86.389,85.556,83.056,83.611,91.667,92.778,95.556,95.556,96.111,95,88.611,86.944,86.111,85,84.444,91.944,92.778,95,95.833,95.556,93.889,45.556,81.667,85.833,85.833,86.389,88.333,94.722,95,94.444,93.333,90,36.111,45.833,90.833,88.611,88.056,89.167,94.722,94.722,93.889,89.722,46.111,G
44.444,78.056,93.889,96.111,96.389,96.111,94.722,85.556,53.889,44.722,38.611,90.556,94.722,96.667,96.667,97.222,96.667,96.111,93.333,77.778,56.944,50,92.778,96.111,97.222,97.778,97.5,98.056,97.222,97.222,96.389,95.556,93.889,93.333,96.111,97.222,97.778,97.5,97.778,97.222,97.222,96.389,95.833,94.167,50.278,79.167,95,96.667,96.944,97.222,96.944,96.667,94.444,85,65.556,40,45.278,51.389,54.722,57.222,61.111,63.889,77.5,91.667,88.333,58.333,35.556,40.556,45,48.333,51.667,55.278,58.889,62.5,82.778,87.222,58.333,32.222,36.389,40.278,43.056,46.944,50,54.167,59.167,80.833,89.444,62.222,28.611,32.5,34.722,38.611,40.833,43.611,47.778,52.778,61.944,87.222,61.111,H
90.833,86.667,60.556,55.833,53.611,53.056,50.833,51.111,50.278,50.278,50.556,91.389,88.889,68.889,64.444,61.111,60.278,59.444,59.722,63.056,92.778,88.056,89.722,89.444,72.778,69.167,66.389,65.833,65.833,70,94.444,84.444,48.333,90.556,92.5,75.556,73.611,73.889,95.556,95.278,92.778,60.278,49.722,44.722,93.056,83.333,90.278,96.389,95.278,92.5,66.667,55.556,50.833,46.111,41.667,92.778,95.556,96.111,95.833,93.611,81.389,58.889,51.667,46.667,42.5,38.889,92.5,95.556,96.111,95.556,94.444,90,53.611,45.833,41.667,39.167,35.556,92.222,95,96.111,95.556,93.333,80,45.278,41.667,38.056,35.556,32.5,92.778,95.278,95.833,94.444,88.889,44.722,40.556,36.944,34.722,32.5,30.556,I
27.5,31.944,34.722,37.778,40.833,42.778,44.722,47.222,49.444,54.444,78.889,31.667,36.389,40.278,43.889,46.667,48.889,51.389,53.889,57.222,62.5,80.556,36.389,43.611,48.056,50.833,53.611,55.833,57.5,60.556,63.889,77.222,88.889,65,92.778,94.722,96.111,72.778,63.611,63.611,65.278,67.778,74.444,85.278,92.778,95,95.833,95.833,96.111,76.111,71.389,71.667,72.5,76.111,89.444,64.722,92.778,95,96.111,96.667,83.056,78.056,76.667,76.389,78.889,80.833,48.611,59.444,80.833,90.278,90,84.167,80.556,79.722,79.167,81.389,81.667,39.167,51.667,88.889,92.222,88.611,85,83.611,81.944,81.944,81.667,80.556,32.778,39.167,84.167,90.278,89.722,86.389,85.833,83.889,84.167,82.5,74.167,J
53.611,79.444,94.444,95.833,95.833,93.889,77.778,49.722,43.056,37.222,33.333,93.333,95.833,97.222,97.222,97.222,97.222,96.389,94.167,77.5,49.722,37.778,63.611,86.667,94.444,96.111,96.944,96.667,96.944,96.667,95.556,92.222,70,58.889,91.111,94.444,96.111,96.389,96.389,96.667,97.222,96.111,94.444,90.833,68.333,91.944,94.722,96.389,96.944,96.389,96.667,96.944,96.111,95.278,92.778,79.444,92.778,95.833,96.389,96.667,96.667,96.389,96.667,96.111,94.444,90.833,78.889,93.333,95.556,96.389,96.667,96.389,96.389,96.944,95.833,93.889,88.333,48.611,91.667,95.278,96.944,96.667,96.389,96.111,95.556,93.333,85,44.167,37.778,75.556,94.167,96.111,96.667,96.667,95.833,94.167,77.778,41.111,35.556,A
93.333,95.833,92.222,88.056,93.611,94.444,77.778,48.333,41.667,35.833,32.778,67.778,87.222,79.722,81.111,82.5,83.889,87.778,93.056,88.611,50.556,37.222,59.167,66.944,72.5,77.222,81.111,83.333,85.278,86.667,91.667,91.111,69.722,56.389,64.167,70,75.556,79.444,82.222,85.278,86.389,87.222,88.889,84.444,56.389,63.889,70.833,77.5,81.111,84.167,85.833,87.5,88.611,88.889,90.833,58.333,69.444,78.333,82.222,93.611,96.389,96.667,96.944,96.944,96.389,95.556,67.222,92.5,95.556,96.667,97.5,97.222,97.222,97.5,97.222,95.833,93.333,89.444,95,96.111,96.944,97.222,96.667,97.222,97.5,96.111,94.722,88.611,80.278,94.167,96.667,97.222,97.222,96.667,96.667,96.111,94.444,85,40.556,B
82.222,47.778,43.611,40.278,38.333,36.111,34.444,32.5,31.111,29.167,26.667,77.222,81.667,50,46.944,43.889,41.389,39.167,37.222,34.444,32.222,29.167,55,69.167,84.722,52.222,48.056,45.556,42.5,40.833,38.611,35.278,32.778,52.5,59.444,65.833,83.333,56.111,49.167,46.389,43.889,41.389,38.889,35,50.833,58.056,64.444,69.722,79.444,54.167,49.167,46.944,44.444,40.833,37.778,50,58.611,66.944,72.778,77.778,63.056,55.556,51.389,48.611,44.444,41.111,50.556,62.778,85,91.389,88.889,69.444,62.778,59.167,55.833,52.778,47.778,50,88.889,93.611,93.889,79.722,71.944,67.222,64.444,61.667,60.278,58.056,48.889,91.944,83.056,60.278,69.167,96.111,94.167,69.722,68.889,75.556,95.556,C
61.389,53.611,50,48.333,46.944,45.833,43.333,39.444,36.667,33.333,28.889,76.111,61.944,58.611,55.556,54.444,53.333,53.611,61.389,74.444,43.333,33.611,87.5,68.056,65.278,63.889,63.056,65,76.667,95.278,95,91.667,57.5,79.722,71.111,70.833,69.444,70,73.333,87.5,94.722,95.556,95,92.5,50.833,91.389,73.333,74.722,76.111,79.167,83.333,95,94.167,95,94.167,43.056,85.278,76.389,77.222,77.778,81.111,83.611,94.444,93.333,93.889,92.222,38.056,61.389,88.333,80,81.111,82.778,84.722,88.056,94.722,94.167,91.389,34.444,39.722,83.889,84.444,84.444,85.278,86.944,87.778,91.944,93.611,86.111,31.667,34.722,40.278,89.444,94.167,86.944,88.056,89.444,90,85.278,40.833,D
91.389,95.833,96.389,96.944,96.667,95.278,91.944,64.444,49.444,44.722,39.167,93.056,95.556,96.389,96.389,95.833,95.556,93.611,70.833,62.222,55.833,51.389,60.278,93.056,95.833,96.944,97.222,96.667,96.667,95.833,91.667,76.389,72.778,51.111,58.333,69.167,93.333,95,94.444,91.667,79.167,76.111,70.556,62.778,47.222,53.889,60,71.944,90.278,91.944,86.944,78.889,73.333,67.222,58.611,44.167,50.833,57.222,86.667,94.167,95.278,95,90.833,77.5,67.5,57.5,40.278,46.389,55.556,91.667,94.444,95.833,96.111,95.278,93.889,84.444,61.111,35.833,41.944,52.778,90.833,94.722,94.722,95.278,96.111,95.833,94.167,85.833,30.833,34.722,42.5,87.778,93.889,94.444,94.722,94.722,94.722,93.889,85.556,E
30,33.611,38.889,51.667,86.111,94.722,95.833,95.833,95,88.333,71.111,34.722,40.278,56.667,91.667,94.444,96.389,96.389,95.278,92.778,66.389,60.278,39.167,53.056,91.111,94.722,95.556,95.278,95,93.056,85.833,61.667,56.111,46.111,88.611,93.889,95.833,95.833,95.278,93.889,89.722,64.722,59.722,53.889,63.056,91.944,94.444,95,95,90.556,77.222,70.278,65,58.889,51.389,89.444,94.444,95.556,95,93.333,81.389,76.111,71.944,66.111,59.444,50.833,92.222,94.722,95.556,93.611,91.667,81.667,79.167,76.667,71.944,61.667,48.889,92.222,95.278,96.111,93.611,82.778,83.889,83.889,85.833,93.611,85,43.056,90.556,95,96.111,96.111,88.611,95,95.833,94.167,87.222,44.167,31.667,F
59.167,53.056,54.167,59.167,68.333,81.667,51.667,44.722,39.167,35,31.667,91.667,69.167,67.778,69.722,73.889,86.944,59.444,51.944,46.111,41.389,35.556,56.944,92.222,75.556,77.5,78.611,91.667,73.611,58.889,53.611,47.5,40.833,46.389,73.611,81.667,80.278,80.556,88.056,76.111,64.444,60.556,55.833,49.167,41.667,48.611,89.722,84.722,85,91.111,93.333,72.222,85.833,95.278,92.778,39.167,43.056,62.222,93.333,86.944,93.333,96.667,96.667,96.667,96.667,95,35.278,38.611,43.333,86.389,93.889,88.333,95.278,95.278,95.278,96.111,94.167,31.667,35,37.778,42.222,85,94.167,95.556,96.111,96.389,95,92.778,29.722,32.222,34.167,36.944,40.556,75,93.333,95.556,95.833,94.444,88.889,G
31.667,36.667,42.778,53.611,91.389,95.556,96.111,96.944,96.111,94.444,91.389,37.222,45.833,65.278,92.778,95.556,96.667,96.667,96.667,96.389,95,93.056,51.111,90.278,95.556,96.111,97.222,96.944,96.667,96.944,96.667,93.333,93.611,85.833,94.444,96.667,96.389,97.222,96.667,96.389,96.667,96.111,82.5,92.222,92.778,95.833,96.389,96.389,96.389,97.222,96.389,73.611,75.833,78.333,92.5,53.889,56.944,58.889,60.278,62.778,65,67.5,70.556,73.889,77.222,90.278,40.556,46.944,50.833,53.333,56.389,59.722,62.778,67.222,72.5,77.778,87.778,34.722,40,44.167,47.222,50.556,53.333,57.778,63.889,71.944,85,71.389,30.833,34.722,38.889,41.667,44.167,48.056,51.111,58.056,80.833,85.556,46.944,H
90.833,94.167,94.167,89.722,62.222,52.222,48.056,44.722,41.944,38.333,33.611,90,87.222,75.833,89.167,67.222,59.444,55.556,51.111,49.167,44.722,39.167,55.278,62.5,65.556,83.333,68.611,64.722,61.389,58.056,56.111,54.444,50.556,48.056,55,61.111,86.944,89.722,95,80.833,65.278,64.167,66.111,94.722,45,50.833,56.944,87.222,94.722,96.111,96.111,95.556,93.611,64.722,58.333,42.222,46.944,52.222,66.944,92.222,93.889,91.667,66.111,58.611,53.333,47.5,39.444,43.611,48.889,65,91.944,93.056,90,61.111,52.5,47.778,41.667,36.111,39.722,44.722,53.611,88.889,92.5,89.444,56.389,46.944,41.944,37.778,32.778,35.278,39.722,46.389,88.056,92.222,85,46.111,41.389,36.667,34.444,I
29.722,35.278,42.222,58.889,66.111,48.333,41.667,36.667,33.056,31.111,28.056,36.389,41.667,48.333,55.833,75,60.833,48.611,43.333,39.722,35.833,33.611,40.278,45.278,51.111,57.778,65.278,84.722,69.722,49.167,44.444,40.278,36.667,41.944,47.778,53.333,59.167,66.111,71.389,83.333,81.111,48.889,44.722,40.556,45.278,50.833,56.944,61.944,68.611,75.278,80.278,83.056,85.833,52.778,44.444,48.611,54.722,63.611,90.278,95.556,96.389,88.056,86.944,89.722,93.611,75.278,53.056,76.667,93.611,95.833,91.944,86.111,95.278,92.222,90.278,88.889,92.5,85.556,94.444,95.833,95,95.833,75,75.278,95.833,93.889,91.944,91.111,91.944,95.556,96.111,95.556,92.222,58.889,56.667,60.556,96.111,94.722,88.611,J
34.444,49.167,85.833,95,96.389,96.667,96.944,96.389,95.833,91.944,53.333,50.556,91.667,94.722,96.944,97.222,97.222,97.778,97.5,96.944,95.278,89.444,80,93.611,96.111,96.944,97.5,97.5,97.5,97.778,97.222,95.556,91.667,81.111,93.333,96.111,96.667,97.778,96.944,96.944,97.222,96.667,96.111,94.722,90.833,94.444,95.833,96.667,97.778,96.944,96.667,97.778,96.389,96.111,94.444,92.5,95.278,96.667,97.222,97.222,97.778,96.667,97.778,96.667,94.722,90.833,92.222,95.556,96.667,97.222,97.222,97.222,96.944,97.222,96.111,94.167,85.833,90.833,94.722,96.389,96.944,96.667,97.222,96.667,96.667,95,90,45.278,57.222,93.056,95.833,96.389,97.222,96.667,96.667,95,86.944,47.778,37.5,A
72.5,79.722,94.722,96.111,96.111,95.556,91.111,56.389,44.722,38.611,34.444,61.111,68.611,73.611,77.5,79.722,82.222,83.333,91.667,91.111,61.111,41.111,56.389,63.889,70.833,75,78.889,81.111,83.333,85.278,88.333,91.944,85.833,55.833,63.056,70,75,78.889,83.889,87.5,89.444,90.278,93.611,92.778,56.111,64.722,71.389,79.167,92.778,96.111,96.389,96.944,96.667,95.833,93.889,57.222,70,91.389,95.833,96.389,97.5,97.222,97.5,96.944,95.556,91.944,79.722,93.889,96.667,96.667,97.222,97.222,97.5,96.944,96.111,92.778,60.278,85.278,95,96.389,97.222,97.222,97.222,97.222,95.833,93.333,61.667,39.722,50.278,90.833,95.556,96.389,96.667,96.389,95.556,91.944,49.167,38.333,33.611,B
91.389,91.944,74.444,43.889,40,38.056,35.833,34.444,32.222,30.278,27.778,84.722,69.722,86.667,89.444,52.222,42.222,40,37.222,35,33.333,30.278,50.278,60,66.389,70,86.944,58.333,42.778,40.556,37.5,35.278,32.778,45.556,53.333,60,66.667,70.278,79.444,49.444,43.889,40.833,37.222,34.167,42.778,50,56.389,64.167,70.278,79.444,55,49.167,43.889,40.556,36.667,39.444,46.944,54.722,65.833,75.278,84.444,59.722,55,50,45,40.833,35,41.944,53.056,73.611,85.556,76.111,65,59.444,55,49.444,45,31.111,33.333,46.944,91.389,94.167,94.722,90.833,66.667,62.5,57.778,51.667,28.889,30.833,33.056,40,46.389,49.167,53.611,91.111,94.722,94.722,90,C
63.056,55.278,51.111,48.611,46.944,45.556,43.056,40.833,36.944,33.056,28.056,75.833,63.333,60,56.111,53.611,53.333,50.556,49.722,47.5,42.5,31.111,74.722,67.5,64.722,62.222,62.5,62.5,69.444,95.556,94.722,92.778,74.444,88.056,70.833,70,68.889,70.278,71.944,76.944,95.556,95.278,94.167,90.833,78.333,74.444,74.167,74.444,75,76.389,80,88.889,95.278,95.278,92.778,44.722,87.5,75.833,77.222,77.778,80,81.111,85.278,91.111,94.444,92.5,38.611,65.556,87.778,78.889,80.278,81.111,82.5,85.833,88.056,91.389,90.556,34.444,41.389,84.167,81.667,82.5,83.333,84.722,85.833,88.611,88.889,74.444,31.667,35.278,39.444,77.222,92.778,85.278,86.389,86.944,87.5,84.722,38.333,D
51.111,90.278,95.833,96.667,97.5,97.778,97.5,97.778,97.222,95.833,93.056,92.222,95.278,96.667,96.944,97.222,97.778,96.667,97.778,96.667,95.833,93.611,92.778,95.556,97.222,97.5,97.5,97.778,97.222,97.222,96.389,94.444,88.611,60.278,68.333,92.778,96.111,96.667,96.944,96.944,96.667,95.556,91.944,66.389,54.167,61.667,67.778,72.222,77.5,82.5,93.333,93.333,86.389,71.667,65,50.556,58.333,65.556,71.944,76.667,89.167,94.444,95.556,95,91.389,68.889,48.889,56.111,64.722,73.611,86.667,95,96.111,96.944,96.667,95.556,92.778,46.111,54.722,73.333,90.278,95.833,96.389,96.389,96.944,96.667,96.389,95.278,39.444,60.278,91.389,95.278,96.389,96.944,96.667,96.944,96.667,96.667,93.889,E
31.111,35.278,46.389,89.444,94.722,96.389,96.389,96.111,94.722,85.833,48.611,36.389,46.389,90.278,95.556,96.389,96.944,96.944,96.111,95.833,96.111,94.167,41.667,74.444,93.056,95.556,95.556,95,95,93.889,88.611,70.833,65.833,55.833,91.111,93.889,95.556,95.556,94.722,91.667,75.556,71.111,64.722,58.333,84.444,93.611,95,94.722,94.722,93.056,88.056,74.444,69.167,60.833,53.611,88.889,93.333,93.889,94.167,94.167,91.111,80,76.667,70.833,60.278,49.722,91.667,94.444,94.722,94.722,93.333,92.5,82.5,81.667,77.222,65,45.833,92.222,94.444,94.722,95,94.167,95.278,86.667,90.556,92.5,79.444,38.611,90.556,95.556,96.667,96.389,96.667,95.556,95.556,93.333,75,40.278,32.5,F
30.556,35,39.722,46.667,76.667,77.778,45.833,41.111,36.944,33.889,30.556,35.833,41.667,47.222,54.722,89.167,88.056,56.944,48.611,44.444,40.278,35.833,40,47.222,53.611,66.111,84.444,86.111,62.222,55.556,50.278,45,40.556,45.278,54.444,60.278,68.611,76.111,85.833,66.111,61.944,57.222,52.222,46.389,58.889,64.444,67.5,72.222,76.944,90.833,70.556,68.056,64.444,61.667,58.333,93.889,81.111,78.333,78.889,81.111,97.778,81.944,97.222,96.389,96.111,95.278,93.611,86.944,84.167,83.611,83.611,96.944,96.111,96.667,96.389,96.111,95.556,90.833,89.722,86.944,86.111,85.833,96.667,96.667,96.667,96.389,95.833,93.611,43.056,89.444,94.722,88.611,88.889,93.333,97.5,96.944,96.111,93.889,75,G
90.556,95.556,96.389,96.667,96.944,96.389,95.833,91.944,57.5,44.444,39.722,92.778,95.833,96.944,97.778,97.222,97.5,96.944,96.389,94.444,85.833,51.944,93.611,95.556,97.222,97.778,97.778,98.056,97.222,97.778,96.389,95.833,94.444,57.5,93.333,96.111,97.222,97.778,97.778,97.778,97.778,97.222,95.556,92.222,40.278,46.667,53.611,56.667,61.111,64.167,66.389,70,72.5,78.611,91.389,36.111,41.667,46.389,50,54.722,58.333,61.667,65.833,70,73.889,87.778,33.333,38.056,41.667,45,49.167,53.333,57.5,63.056,68.333,74.167,89.444,31.111,34.722,38.056,41.389,44.444,48.056,52.5,59.444,67.5,82.778,88.056,28.611,31.944,34.444,37.222,39.722,42.222,46.111,52.222,72.5,88.889,84.444,H
83.333,60.278,52.778,48.611,45.833,44.444,42.5,40,37.5,35,30.556,85,65,60,55.556,52.5,50.833,48.333,45.556,42.778,39.444,35,88.611,68.056,64.722,61.389,58.056,55.833,54.167,51.667,49.722,46.667,41.389,87.222,69.722,66.667,64.167,62.222,59.167,57.778,56.944,55.833,54.722,52.5,78.611,71.111,70.556,70.833,84.167,95.833,96.944,96.389,96.389,94.722,89.722,80,75.833,78.333,81.667,94.722,92.5,78.333,67.778,63.056,57.778,48.889,48.056,89.722,80.556,86.111,91.389,92.778,85.833,61.389,54.167,47.5,41.944,37.778,65.556,91.389,86.667,90.556,93.056,85.556,54.722,46.667,42.222,37.778,33.056,39.167,84.444,87.5,90.833,91.944,68.333,45.556,41.111,36.667,33.333,I
27.778,30.556,32.222,35.833,39.444,46.111,56.389,79.444,50,40,34.167,31.111,34.167,37.222,40.833,45.833,52.778,59.444,76.389,57.222,45.833,39.444,33.333,37.5,42.222,46.111,51.667,57.5,62.778,70.556,83.333,51.389,44.167,36.944,41.389,46.389,52.222,56.667,62.5,67.5,72.5,83.333,81.389,46.944,40.556,45.556,52.778,59.722,67.222,85.833,74.722,76.944,78.333,88.056,69.722,44.444,57.222,91.111,86.667,83.056,79.722,96.667,96.389,91.667,84.444,91.667,62.5,92.5,94.722,91.944,83.333,75.278,70.278,70.278,94.722,95.278,87.778,92.5,95,96.389,96.667,94.444,68.889,64.167,62.222,62.778,95.833,94.722,93.056,95,95,93.611,79.167,57.5,54.167,53.611,53.056,51.944,53.889,J
32.5,39.167,54.167,89.444,94.444,95.833,95.556,92.5,60.278,48.056,37.222,39.167,57.5,92.5,95.556,96.389,96.944,96.667,96.111,95.278,91.389,56.944,51.389,88.611,93.889,96.111,96.944,96.111,96.389,96.667,96.111,95,90,84.722,93.333,95.278,96.389,97.222,95.833,96.389,96.944,96.111,95.833,93.611,92.5,94.167,95.833,96.667,97.222,95.833,96.389,96.667,96.111,95.556,93.611,92.778,94.444,96.111,96.389,96.944,96.667,96.667,96.389,96.111,95.556,93.333,91.944,94.722,96.389,96.111,96.667,96.944,96.389,95.833,95.833,95,91.111,92.5,95.556,96.389,96.667,96.389,96.389,96.667,96.111,95,90.833,46.111,85,95,96.389,96.944,97.222,96.944,96.667,95,89.444,42.222,36.389,A
32.5,43.056,90.556,95.556,96.389,96.667,96.944,96.389,95.278,86.944,48.611,40.278,55.278,71.944,77.5,80.833,83.333,85,86.389,86.944,86.944,87.778,45.556,54.444,65,72.222,77.222,80.278,81.944,84.722,85.833,86.944,86.944,48.889,55,63.889,70,75.833,79.444,81.944,85,86.389,86.944,88.056,50.278,58.056,64.444,71.667,77.5,81.389,84.167,86.944,88.056,90,91.944,53.056,62.222,73.056,90.833,95.833,96.389,96.944,96.667,96.389,95,86.944,63.889,90.833,95.833,96.944,97.5,97.222,97.5,97.222,96.111,93.333,65.833,91.944,95.833,96.667,96.944,96.944,96.667,96.111,92.5,60.833,44.444,36.667,93.056,95.833,96.389,96.389,95.278,92.5,56.667,44.722,41.111,36.389,33.056,B
83.333,46.944,42.778,39.722,37.778,35.556,33.889,32.222,30.833,29.167,26.389,65.556,87.5,51.389,45.556,43.333,40.278,38.333,36.667,33.889,32.222,29.167,53.333,62.778,81.944,61.667,46.389,44.444,41.389,39.444,37.222,34.722,32.222,50.833,58.056,64.167,75,85.833,47.222,45.278,42.778,40.556,37.222,34.444,47.222,53.889,61.667,68.333,71.389,74.444,48.056,44.722,42.222,38.889,35.556,45.833,52.778,61.667,68.611,72.222,73.056,56.111,49.722,45.278,42.222,38.056,44.167,54.444,66.389,73.889,88.056,73.889,62.778,57.778,51.944,47.222,43.333,38.889,59.167,84.722,91.389,82.222,73.333,67.5,63.333,59.444,55,48.611,29.167,40.833,91.944,95.833,96.667,97.222,96.944,96.944,96.389,93.611,61.667,C
90.833,89.722,58.611,51.944,48.889,46.944,43.611,40.833,36.389,33.056,29.722,92.222,93.611,92.778,67.5,56.667,54.722,52.5,49.722,45.556,38.056,33.056,91.389,91.667,88.889,73.056,64.444,62.5,63.056,87.5,94.444,84.444,40.278,93.333,91.111,84.722,78.333,74.722,76.111,97.222,97.222,96.111,94.167,86.667,91.667,95.833,87.5,82.222,82.222,84.722,97.222,97.778,96.667,95,91.667,57.778,92.5,95.833,85.278,86.944,88.056,92.222,97.222,96.944,96.111,95,45,74.444,93.611,95.833,88.611,89.444,91.389,96.111,96.667,96.667,95,38.611,45.556,85,94.167,96.389,90.278,91.667,94.167,96.667,96.667,95,32.5,36.389,46.944,89.722,95,96.944,96.944,97.222,95.278,95.556,92.222,D
65.833,93.889,96.111,96.667,97.222,96.667,96.389,94.167,75.556,35.833,31.667,92.778,95,96.667,97.222,96.111,96.944,96.667,95,92.5,61.667,37.222,85.278,95,96.389,97.222,96.944,96.667,96.667,96.389,93.333,79.722,44.444,56.389,78.056,94.444,96.389,96.944,96.667,95.556,89.722,89.444,63.056,48.889,52.222,60.833,74.722,90.556,91.667,88.333,83.611,77.5,70.278,60.556,51.944,50.278,60,85,94.167,95.278,94.722,90.833,80,70,61.944,53.889,46.111,65.278,93.056,95.833,96.667,97.222,96.111,95.556,92.778,68.889,58.056,39.167,86.389,94.167,95.833,96.389,95.278,95,95.833,95,93.889,88.056,32.222,40,91.111,95,96.667,96.667,96.111,96.389,96.389,95.556,94.444,E
42.778,76.389,94.167,96.111,96.389,97.222,96.667,96.667,95,85.556,38.333,80.833,93.889,96.667,96.389,96.944,96.667,96.389,96.389,94.722,89.722,50,92.222,95.278,96.944,96.667,97.222,97.5,96.944,96.111,95,93.056,74.444,91.944,95.556,96.944,96.944,96.111,96.667,95.833,93.889,91.111,79.722,63.056,92.222,95.556,96.111,95.278,95.833,96.111,94.167,91.667,80.278,73.611,63.333,93.333,95.556,97.222,96.667,96.667,96.944,95.833,93.889,82.5,77.778,72.5,90.833,95.278,96.111,96.111,96.667,96.111,96.389,96.389,87.5,90.556,94.167,57.5,93.333,96.111,97.222,97.5,97.222,97.222,96.944,96.111,94.722,89.167,34.444,41.389,63.889,94.167,96.389,96.944,97.222,96.944,96.389,94.167,75.556,F
75.833,57.5,54.722,51.111,50,50.833,53.611,62.5,64.444,40.278,33.611,72.778,65.556,62.5,61.111,61.667,63.611,64.722,90.278,70.278,52.778,44.444,80.833,72.222,69.167,67.778,67.222,69.167,71.111,88.333,68.611,60.556,52.5,84.167,76.389,73.889,73.333,73.333,75,76.389,92.222,71.667,67.5,63.333,89.444,78.056,77.778,77.222,77.778,78.889,81.389,92.778,95.833,95.556,94.444,78.611,78.611,79.722,78.889,79.722,80.278,82.5,86.944,94.722,94.167,91.389,47.222,90.556,80.278,81.389,81.944,82.5,84.167,87.222,89.444,92.5,90.556,38.056,86.111,93.056,83.056,84.167,83.889,84.722,87.222,88.611,88.889,74.444,33.056,40.278,81.389,85.833,85.556,86.389,86.389,92.5,92.778,56.389,36.667,G
41.944,75,92.778,95.556,96.111,96.111,94.444,85.833,48.611,42.5,35.833,67.5,93.889,96.111,97.222,97.222,97.222,97.222,96.111,93.889,65.556,45.556,92.778,96.111,97.222,97.778,97.778,98.333,97.222,97.778,96.667,94.722,91.111,93.333,96.111,97.222,97.778,97.5,97.778,97.222,97.222,96.667,95.833,94.167,85.556,94.722,96.111,96.944,97.5,97.5,73.889,69.444,70.278,80,92.222,40,46.389,51.944,54.722,57.5,59.444,61.111,64.722,67.222,69.722,90.556,36.111,39.167,44.167,48.333,51.667,53.611,56.389,60.278,63.889,67.5,88.611,33.333,35,39.167,42.778,46.111,48.333,51.111,55.278,59.444,65,86.944,29.444,31.667,35.278,37.778,40.833,43.056,45,48.611,53.333,61.667,87.778,H
78.611,71.667,71.111,70,85,47.778,41.944,39.444,36.389,32.778,30.556,55.833,63.333,66.389,68.889,72.222,75.278,49.167,45,41.944,38.056,34.167,48.333,56.111,61.389,65.278,78.611,77.778,57.222,51.389,47.5,43.056,38.611,46.389,51.944,57.5,61.111,84.444,70.278,63.056,57.5,53.889,48.333,43.889,44.444,49.167,54.444,59.167,86.389,71.389,67.5,63.056,60.556,56.111,53.056,43.056,47.778,53.333,62.5,90.278,95,95.278,94.444,80,63.056,61.111,39.722,44.167,49.722,62.5,91.111,92.778,87.778,64.444,58.056,54.167,48.611,36.667,40.556,46.667,61.667,90.556,92.778,85.556,56.944,51.111,46.667,41.111,32.5,35.833,40.833,61.389,90.556,91.944,73.889,50,43.611,39.167,34.444,I
28.611,31.389,33.333,36.944,40.556,45.833,59.167,86.667,86.667,50.833,36.667,31.111,34.167,37.778,41.944,46.389,53.611,61.667,78.889,64.167,52.5,43.333,33.056,37.5,43.333,48.333,53.611,60.278,65.833,73.056,84.722,54.444,47.5,37.222,43.889,51.111,56.111,61.111,65.833,69.444,73.611,82.778,62.222,49.722,40.556,56.667,88.611,67.778,66.944,69.167,71.944,75,78.611,88.889,58.611,79.167,93.056,94.722,94.722,79.722,75.833,77.778,78.889,80.556,82.222,86.389,89.444,94.167,94.722,94.444,86.389,82.222,81.111,81.389,82.5,84.444,89.444,93.889,94.722,96.111,96.389,96.389,87.222,84.722,85,84.722,85.556,85.278,85.278,59.167,65.556,93.889,94.722,88.611,87.5,86.667,86.389,85.833,93.056,J
