attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,class
69.167,71.111,39.167,35,30.833,60.278,71.944,71.389,40.278,34.167,59.444,72.5,84.444,47.222,39.444,75,80.556,73.056,58.056,46.667,39.722,53.889,95.278,67.222,59.167,C
72.778,61.389,60,65.278,83.333,78.333,73.611,73.056,97.778,96.667,81.111,79.167,81.944,91.944,97.778,95.278,84.444,86.111,90.278,95.556,39.167,97.778,88.611,98.056,95,D
97.778,98.889,98.889,98.333,93.889,93.333,98.056,98.333,98.056,64.444,66.944,91.389,97.222,77.5,62.5,96.389,98.889,98.333,98.611,96.111,95.833,97.778,98.889,98.889,97.778,E
72.778,97.222,97.778,95.278,47.778,96.667,98.333,98.056,80,65.278,97.778,97.222,99.167,85.833,96.667,97.222,97.778,98.333,97.778,96.111,83.611,98.333,98.333,98.333,51.111,F
66.667,56.389,52.5,43.889,32.778,72.5,68.333,66.944,97.222,51.111,97.222,75.833,76.389,94.167,73.611,96.667,81.944,84.167,96.667,84.167,83.889,86.389,87.5,98.333,94.444,G
97.778,98.889,98.889,97.222,86.944,97.222,98.889,98.889,97.5,94.167,46.667,55.833,61.944,70,91.944,37.778,46.111,51.667,59.167,62.5,32.778,38.889,43.056,49.167,91.667,H
88.611,56.944,50.833,45.278,38.889,90.833,65.278,60,56.944,54.722,96.667,97.778,94.167,65.278,55.556,96.667,98.333,95.278,50.278,41.944,97.222,97.222,49.444,40.833,35.278,I
45.556,61.389,86.944,93.611,40.833,59.722,75.833,80.556,88.056,95,98.056,98.333,96.111,92.222,91.944,66.944,81.944,89.722,97.222,92.778,61.111,97.5,97.778,97.5,95,J
42.222,96.389,98.333,97.778,95,96.111,98.889,98.611,98.889,97.222,97.5,97.778,99.444,97.778,97.778,97.778,97.778,98.611,97.5,97.5,97.5,98.889,98.056,98.333,87.222,A
96.944,96.667,52.5,40,34.167,63.889,76.111,86.111,94.167,39.722,61.111,91.944,98.056,97.778,87.778,90.278,98.333,97.778,98.611,95.278,80,98.333,98.333,98.333,61.944,B
66.667,81.667,96.111,48.889,38.333,63.889,75.278,81.667,88.889,94.722,68.333,80,86.944,76.944,63.333,96.389,85.833,81.944,74.722,63.056,40.833,46.667,62.5,95.833,69.444,C
92.778,84.722,69.167,97.222,83.333,90.556,86.111,87.778,97.778,97.222,97.778,89.444,95.556,98.056,97.778,93.333,98.056,96.111,98.889,97.222,40.278,95.278,97.778,97.778,89.444,D
97.5,97.778,99.444,98.611,97.778,97.222,98.889,98.889,98.056,95.833,72.778,97.222,97.778,85.833,69.444,96.944,98.889,98.333,98.611,95.556,97.222,98.056,99.444,98.889,97.5,E
96.111,98.056,97.222,50.556,36.389,97.778,98.056,98.889,96.111,43.889,98.333,97.778,98.889,96.667,55.556,98.333,97.778,98.333,90.278,85,96.389,98.611,98.889,98.333,83.333,F
47.222,51.944,58.889,93.611,48.611,67.222,65.278,96.944,70.278,55,81.944,75.833,98.333,74.444,64.167,96.667,85.278,94.444,98.889,97.778,40,96.667,98.056,96.389,96.944,G
97.778,97.778,98.333,95.278,38.889,98.333,98.889,98.889,96.667,45.278,53.333,62.222,66.667,80,53.889,41.667,50.556,57.778,75.556,57.778,34.444,41.944,48.333,61.389,65.278,H
93.333,58.333,51.389,46.667,39.167,85.278,86.667,97.5,94.722,55.556,55.833,91.667,96.944,71.667,61.111,46.667,92.778,97.222,63.056,48.056,39.444,88.611,96.389,53.056,40,I
54.167,95.556,83.333,75,66.111,60.278,78.333,87.778,71.111,55.833,95.278,97.222,87.778,93.889,51.111,74.722,85.278,96.111,93.333,43.889,76.389,97.222,97.5,90.833,33.611,J
47.5,97.778,98.056,98.889,97.222,95.556,97.778,98.333,98.889,97.5,97.222,97.778,99.444,97.778,97.778,97.778,98.889,98.611,97.778,96.389,97.778,98.611,98.611,96.667,41.111,A
89.444,94.444,97.778,43.333,35.833,68.333,79.722,85.833,96.111,48.333,68.611,96.111,98.056,98.333,96.944,97.222,97.778,99.444,98.889,97.778,97.222,98.889,98.611,97.222,94.722,B
38.333,93.889,88.611,65.278,42.5,50,70,85,91.389,46.944,63.333,74.722,94.722,72.222,53.056,70,58.889,98.333,79.722,58.056,41.667,48.056,51.111,55.278,94.444,C
91.944,85.556,63.333,49.167,37.5,88.611,82.222,75.833,97.5,96.111,89.167,87.778,92.5,97.778,97.222,80.556,90.278,95.278,98.889,97.222,39.444,51.389,97.222,98.333,97.778,D
96.667,98.889,98.333,98.333,83.889,93.333,98.333,98.889,98.889,97.778,67.222,96.944,92.222,71.111,58.611,97.778,98.333,98.333,72.222,49.444,98.333,98.333,98.333,95,38.333,E
95.556,98.889,98.889,98.889,97.222,97.778,98.333,97.778,85,77.5,97.222,97.778,93.056,85,74.444,97.778,98.056,99.167,89.722,97.5,95.556,98.611,97.778,98.333,50.556,F
33.333,40.556,46.667,60,59.167,39.722,48.611,94.167,93.889,57.5,48.056,59.167,75,85.556,64.444,67.5,69.167,78.333,83.333,94.167,53.056,97.222,98.889,98.333,98.056,G
96.111,97.222,98.333,96.111,37.222,98.333,98.333,98.889,96.111,48.056,47.5,60,66.944,91.389,51.389,38.333,46.944,57.222,86.667,55.278,33.611,38.056,44.444,87.778,63.056,H
95,58.611,50.278,44.722,37.5,94.167,67.222,60.556,55.833,48.889,97.5,98.889,98.889,68.611,96.667,96.667,97.778,75.556,53.056,44.444,96.667,95.556,48.889,42.222,36.389,I
38.333,46.111,60.833,95,47.222,47.5,58.889,68.333,80.278,93.333,98.056,90.556,91.667,98.889,97.5,70.556,80.278,88.333,97.222,97.778,52.778,94.444,97.778,97.5,95.278,J
98.333,98.333,98.333,94.722,37.778,97.778,98.889,98.889,97.778,96.111,97.778,97.778,99.444,97.778,97.222,96.944,97.778,98.889,98.333,97.222,46.389,98.056,98.333,98.333,89.444,A
80.278,79.722,95.833,88.333,36.667,60.556,73.611,80.556,84.722,47.778,54.722,70.833,80.556,86.667,92.5,50.278,93.889,98.056,96.667,97.5,40.556,97.778,93.889,97.222,88.611,B
58.889,86.944,96.667,88.889,34.722,81.111,78.889,82.222,85.556,46.944,70.556,81.389,93.889,71.111,53.333,97.778,97.5,83.333,70.278,58.056,43.611,49.167,51.944,78.333,93.333,C
85.833,72.778,53.056,42.222,35,81.111,72.5,65,53.333,42.778,80.833,76.389,73.611,73.611,95.556,83.611,81.944,82.222,97.222,97.778,93.333,85.833,88.611,98.889,97.222,D
96.944,98.889,98.889,86.667,94.722,98.333,98.333,97.778,72.222,61.389,95.556,96.389,81.667,71.389,59.167,93.889,97.778,97.778,97.5,61.389,95.556,98.889,97.778,98.333,94.167,E
97.778,98.333,66.667,55.556,38.333,98.333,97.222,98.333,94.167,62.5,98.333,98.333,98.333,80.278,69.444,97.222,98.333,98.056,86.944,92.778,47.5,97.778,98.333,97.778,48.611,F
94.444,67.778,65,70.833,88.889,79.722,78.056,75.833,97.222,62.222,50.833,97.778,81.667,98.056,95,43.056,95.278,86.944,97.778,98.333,36.389,56.111,89.722,95.833,97.778,G
96.667,97.778,97.222,90.833,37.5,98.333,97.222,98.333,94.444,45,56.389,62.222,67.222,87.778,49.167,41.667,48.889,58.333,87.778,54.722,31.944,39.167,45.278,88.889,61.667,H
59.444,50.278,47.5,41.111,35.833,97.778,98.333,96.389,52.778,47.5,97.778,96.944,75.833,67.778,67.778,96.389,96.389,70.556,57.5,48.333,95.833,97.778,71.944,47.222,38.889,I
43.611,59.167,79.167,65.278,41.944,57.5,69.444,78.056,83.056,53.056,97.778,97.222,83.333,84.444,87.778,60.556,91.944,91.667,89.167,89.167,41.944,68.333,96.944,93.056,88.889,J
44.722,96.667,97.778,98.889,97.5,95.556,97.778,98.889,98.889,97.778,97.778,97.778,98.889,98.611,97.5,97.5,98.889,98.889,98.056,95,94.444,98.333,98.333,97.778,40.833,A
97.778,95.278,98.333,95,38.333,71.389,81.111,85.278,88.056,93.333,64.444,77.5,83.611,88.056,94.444,71.944,81.389,86.944,89.167,95,98.333,98.889,98.889,98.611,96.389,B
87.222,96.667,49.722,40.278,34.722,68.611,88.889,59.722,48.889,41.111,58.889,85.556,65.278,57.778,48.889,54.444,92.778,70.833,66.111,62.222,50.278,92.222,97.5,95.278,46.111,C
88.333,80,60.556,50.278,39.722,87.222,84.167,98.889,98.333,97.222,91.667,93.333,98.333,97.778,96.389,93.333,96.111,99.444,97.778,97.222,93.333,95.278,96.111,97.778,96.389,D
44.722,96.389,97.5,98.333,96.667,93.333,98.333,98.333,98.333,93.889,95,98.056,97.778,94.167,67.778,97.778,98.889,98.889,97.5,93.056,97.778,98.611,99.444,98.333,97.5,E
97.778,98.333,97.778,51.389,37.222,98.333,98.889,98.889,97.222,87.222,98.056,97.778,98.333,90,66.389,96.111,97.778,98.333,98.889,87.778,42.778,97.778,98.333,97.778,95.278,F
42.222,50,66.667,94.444,43.889,60.833,63.056,94.167,69.167,51.944,97.778,76.944,98.889,98.333,67.5,93.889,83.611,90,98.056,97.778,41.389,97.5,90.556,94.167,97.778,G
96.111,97.778,97.778,96.944,55.556,98.333,98.889,98.889,97.778,96.944,61.667,67.778,74.722,92.778,52.5,47.5,57.778,76.389,56.667,45.556,37.222,48.056,88.889,50,37.778,H
94.444,55.556,46.667,41.944,35.278,93.889,65.833,58.333,52.5,43.056,97.222,98.889,85.833,98.889,97.778,95.556,96.944,67.5,59.444,53.056,93.333,96.111,55.556,47.5,40,I
39.444,83.333,76.389,55.833,41.667,51.944,74.444,95.556,63.611,50.833,67.222,78.056,85.556,90.833,96.111,97.778,96.667,80.278,98.333,95.278,93.889,63.056,60,70.833,93.889,J
45.833,97.778,98.333,97.778,84.444,96.667,98.889,98.889,98.889,97.222,97.778,97.778,99.444,97.778,97.222,97.778,97.778,98.889,97.778,96.944,96.389,98.611,98.333,97.778,46.944,A
98.333,86.389,98.333,51.389,38.056,70.833,79.444,87.778,91.667,88.056,56.111,90,98.333,98.333,98.333,47.5,96.389,97.222,97.222,97.778,38.333,95.278,97.778,97.778,89.444,B
88.889,96.389,46.111,38.333,33.611,74.722,93.333,56.667,45.278,38.889,71.111,89.444,62.222,53.056,43.611,93.333,74.722,66.944,61.111,52.222,97.5,98.889,98.889,98.889,98.333,C
80,64.167,57.5,48.889,35.556,81.111,74.444,98.889,97.778,96.111,83.889,86.389,98.889,97.222,96.667,96.111,90.556,96.389,97.222,96.944,43.333,90,94.444,98.611,95.278,D
97.222,97.5,98.889,95.833,39.444,95.833,97.778,96.667,95.556,49.167,60.833,87.222,97.222,74.722,56.667,57.5,97.778,97.5,98.333,96.389,80.278,97.222,98.889,98.889,97.222,E
95.556,98.889,98.889,98.889,96.944,98.333,97.778,98.333,91.111,78.056,98.333,96.667,98.889,93.333,83.056,97.778,97.778,98.889,97.5,95.833,96.111,97.778,97.778,96.667,43.889,F
77.222,65,65.556,93.889,39.722,79.167,75.833,78.333,92.778,51.111,82.5,83.056,83.889,90.278,61.667,93.889,86.667,88.333,98.889,86.389,37.778,89.444,89.722,96.389,97.778,G
44.722,97.5,97.778,98.333,97.778,97.222,98.333,99.167,98.333,97.222,98.056,98.889,98.889,98.333,96.944,46.111,58.333,65.556,79.722,61.944,36.389,43.889,53.889,90.556,47.222,H
72.778,61.111,52.5,47.5,41.111,63.056,71.389,64.722,97.778,97.5,58.056,97.222,95.556,64.722,53.056,69.167,97.778,95.833,51.667,41.944,52.222,96.389,56.389,42.778,36.111,I
35.833,41.111,50.278,88.889,64.167,43.611,52.222,61.944,70.833,58.056,60.278,64.444,71.389,95.556,57.778,97.778,89.722,98.611,87.778,86.944,51.111,90.278,97.5,96.944,38.611,J
95.556,98.889,98.889,98.889,97.778,96.667,97.778,99.444,97.778,97.5,97.222,97.222,99.444,97.5,97.222,97.778,97.778,98.611,97.5,96.667,96.667,98.889,98.056,98.333,88.889,A
52.222,93.611,51.944,41.389,35.833,55.833,69.722,88.333,90,42.778,59.722,72.5,80.278,86.111,93.889,96.667,98.056,89.167,87.778,89.167,76.389,84.444,95.556,96.389,96.667,B
59.167,81.389,85.833,88.889,36.111,59.722,73.333,82.5,87.222,44.167,66.389,78.056,93.056,62.778,50,97.778,66.667,77.778,65.833,55.556,45.833,50,52.5,78.611,83.333,C
81.389,63.333,54.722,45.833,35.556,82.222,75.556,87.222,97.222,94.722,84.722,85,90.556,97.5,97.222,80.833,87.778,92.5,98.333,97.222,36.944,94.167,91.667,95.556,97.5,D
95.556,98.056,98.889,98.889,97.222,97.778,98.333,98.611,97.778,96.944,73.333,96.944,97.778,81.667,64.167,95.556,98.333,98.333,97.778,65.556,95.833,98.889,97.778,98.889,96.111,E
72.778,96.667,97.778,91.111,53.333,96.111,97.778,96.111,75.278,61.389,96.944,98.333,99.444,79.444,78.333,97.778,97.5,98.333,97.222,96.667,95.556,98.889,97.778,98.333,55.556,F
89.722,64.722,54.167,48.889,40.833,80,70.833,65.278,59.444,58.056,81.111,76.667,73.333,72.222,95,82.5,80.278,80.556,96.667,89.722,95.556,84.722,84.167,97.778,88.889,G
97.222,97.778,99.167,98.889,97.222,97.5,98.056,98.611,97.778,96.111,54.167,67.222,75.556,81.944,60.278,46.667,57.5,70.833,90.278,47.5,38.333,50.556,93.056,48.333,38.333,H
69.167,56.111,51.389,46.111,40.278,72.5,74.444,61.667,58.611,95.833,97.222,98.056,95.556,65,56.389,96.111,95,91.111,52.778,43.611,95.556,95.278,72.778,43.333,36.111,I
33.889,40.278,46.944,72.5,60.833,43.889,51.667,58.889,87.778,53.333,96.111,65.833,68.611,93.611,48.056,97.222,90.833,80,95.556,43.056,68.056,95.833,89.167,61.389,34.444,J
41.389,96.944,98.333,96.389,41.389,96.111,98.889,97.222,98.333,94.444,97.222,97.778,99.444,97.778,97.222,97.222,97.778,99.444,97.778,97.222,97.222,98.889,98.611,98.333,96.389,A
73.333,96.667,91.389,41.389,35,63.333,76.389,84.722,94.167,43.889,74.444,82.5,86.111,89.722,96.111,98.333,98.333,99.444,98.333,93.889,95.833,98.611,98.611,98.333,97.5,B
87.5,83.611,97.778,54.167,34.444,67.5,81.111,95.556,57.5,42.778,77.5,96.111,74.444,61.111,49.444,95,85.833,74.167,65.556,55,35.833,95,97.778,97.778,66.111,C
70.278,57.5,52.778,45.833,36.111,94.167,70.556,69.722,97.778,96.389,90.833,78.333,84.722,98.889,97.778,43.611,96.667,89.444,96.111,97.222,35.833,87.222,98.333,95,97.5,D
97.778,97.778,93.611,54.722,50,73.889,97.778,97.778,83.889,75.833,52.778,97.222,97.5,88.333,69.722,40.278,96.111,97.222,96.944,95.833,32.778,39.722,95.833,98.056,96.667,E
48.333,97.778,98.333,97.778,44.167,96.111,98.889,97.778,98.889,96.389,97.778,98.889,99.167,97.778,72.222,97.778,96.389,92.778,83.889,60.556,97.778,98.889,98.889,97.778,54.444,F
38.333,47.5,94.444,57.222,40.556,46.944,56.667,94.167,64.167,48.611,58.889,66.111,76.667,73.611,95.833,87.5,75,80.556,97.778,97.222,95.556,98.889,84.444,88.333,97.778,G
97.222,97.778,97.778,97.778,97.222,97.778,98.056,99.444,97.5,97.5,54.167,65.833,73.056,79.722,58.333,44.167,55.278,67.778,90.556,46.111,38.056,46.944,68.333,51.111,38.889,H
64.444,53.611,49.167,43.333,37.222,89.722,63.056,57.5,54.444,50.556,93.333,96.667,71.667,68.611,75.556,53.333,95.278,64.722,56.389,46.944,41.389,94.722,56.667,45.833,38.333,I
36.111,40.833,49.444,89.722,64.167,45.278,53.333,63.056,68.889,55.833,97.778,97.778,73.333,95,52.222,97.222,79.722,88.611,96.944,46.667,46.111,85.556,91.667,94.444,37.5,J
93.333,98.333,98.333,98.056,46.111,97.222,98.889,98.333,98.889,97.778,97.778,97.778,99.444,97.778,97.5,97.5,97.778,99.444,97.778,97.778,97.222,98.889,98.333,98.333,94.444,A
71.111,78.611,95.833,40.556,33.889,61.944,73.333,80.556,89.444,41.389,57.5,73.889,81.667,88.056,49.167,81.111,98.333,98.333,98.611,96.111,81.111,98.056,98.333,97.778,59.444,B
92.778,98.333,98.333,98.333,87.5,65.833,96.389,89.722,90.278,94.444,63.333,78.333,85,92.5,62.5,75.278,81.389,96.389,75.833,62.222,51.389,53.056,55,96.667,71.111,C
65.556,60.833,63.056,82.5,95.556,76.944,72.222,73.611,81.111,97.222,89.722,78.056,80.556,84.722,92.222,40.278,95.556,84.722,85.833,89.444,34.722,43.889,96.667,88.056,97.5,D
97.778,97.778,71.389,72.5,86.944,97.222,93.611,83.333,96.667,58.333,76.111,96.944,73.889,62.5,51.111,97.222,98.056,88.056,58.889,45.278,97.778,98.056,98.056,55,37.5,E
72.222,97.5,97.222,62.5,51.667,96.944,98.611,97.778,97.778,96.944,96.667,98.056,96.667,85.556,60,97.778,98.889,98.889,96.944,55,96.667,98.611,98.333,96.667,40.833,F
38.333,50.556,88.889,52.5,39.167,50.278,59.722,74.167,62.778,50.833,64.722,69.167,76.111,97.5,97.222,81.944,77.778,81.111,97.778,97.5,84.444,98.333,98.333,98.889,97.778,G
97.778,98.889,98.333,98.889,96.944,97.778,98.889,99.444,97.778,97.5,52.5,96.667,98.611,98.611,98.333,41.389,48.333,56.111,65.278,91.667,34.444,41.111,46.667,56.944,94.444,H
63.889,52.778,48.333,42.5,36.111,69.722,61.667,56.667,53.056,47.778,96.944,98.333,96.944,76.667,64.444,96.667,98.056,97.222,91.111,48.333,81.111,97.778,97.778,54.444,37.778,I
60.833,50.833,47.222,40,34.444,93.333,97.778,98.056,95.833,43.889,55.833,90.278,97.778,98.333,97.778,50.278,96.667,93.611,98.056,97.222,44.722,68.333,96.389,97.778,94.722,J
93.889,98.056,98.333,97.778,42.778,97.222,98.889,98.333,98.889,96.111,97.778,97.778,99.444,97.778,97.778,97.778,97.778,98.611,97.5,97.5,96.667,98.889,97.5,98.889,96.389,A
47.5,94.444,55.556,42.5,35.833,53.056,92.5,61.111,51.111,42.778,58.056,71.667,84.722,91.667,48.889,71.667,78.611,83.056,88.056,96.389,96.944,98.611,88.889,98.889,97.778,B
81.667,78.056,92.778,40,34.444,59.444,70.833,93.611,47.778,38.889,45.833,62.778,91.111,55,45.278,38.056,45.833,94.722,61.111,50.556,33.611,38.889,43.889,95.833,63.056,C
87.5,73.333,58.611,47.778,37.222,86.111,78.889,77.778,97.778,96.111,87.778,86.111,91.389,97.778,97.5,96.389,89.722,92.778,98.333,97.222,47.222,98.056,93.889,98.056,95.278,D
97.778,98.056,98.889,98.056,63.333,98.333,98.611,98.889,96.667,71.389,97.222,97.5,84.444,76.389,63.056,98.056,98.611,98.611,94.722,65.833,98.333,98.889,98.889,97.222,55.833,E
95.556,98.056,95.278,43.611,33.611,96.667,98.333,97.222,80.833,41.667,97.778,96.667,81.111,70.833,54.444,97.222,95.556,80.833,72.5,61.389,97.222,97.778,83.056,79.444,81.389,F
43.889,60,93.889,51.944,38.611,60.556,70,93.333,97.222,94.722,97.5,78.611,88.333,97.778,97.5,94.167,86.111,87.778,92.222,95.556,96.667,98.889,89.722,91.944,96.944,G
76.111,98.333,98.333,98.333,94.167,98.333,98.889,98.889,97.778,96.111,97.778,98.889,98.889,80,95.833,44.444,54.722,61.389,71.944,86.111,35.556,43.056,49.167,74.444,68.056,H
83.611,64.722,54.167,50.278,43.333,81.111,76.944,98.333,98.889,97.778,93.889,89.167,96.667,67.778,53.611,93.889,93.056,97.222,61.944,43.889,92.778,94.444,96.111,45.278,35.278,I
42.222,54.167,93.889,51.111,38.889,54.167,65,76.944,94.167,49.444,97.778,98.889,81.667,87.222,96.944,97.5,98.333,99.444,90.556,90.278,78.333,98.056,97.778,98.889,96.667,J
93.333,98.333,98.333,98.333,83.889,97.222,98.889,99.444,98.333,97.222,97.222,97.778,99.444,97.778,97.222,97.5,97.778,99.444,97.778,97.5,86.111,98.333,98.333,98.333,94.444,A
93.333,89.722,85.833,87.778,46.389,63.889,74.444,81.944,87.222,91.667,63.333,76.111,84.722,88.056,90,96.389,98.889,98.333,98.889,97.222,96.944,98.889,98.889,98.333,46.667,B
97.778,97.778,70.833,39.444,34.167,75.278,84.167,94.722,47.778,38.611,58.611,96.667,71.111,54.722,45.556,40.556,49.444,95.833,61.667,51.944,33.889,40.278,45.556,92.222,93.333,C
73.056,63.889,61.944,97.778,97.222,78.333,75,75,91.389,97.778,95.556,81.111,82.5,88.611,96.667,93.333,85.833,86.111,90,95,42.5,97.222,98.333,96.667,40.833,D
93.333,71.111,88.611,93.056,94.722,97.778,91.667,90.556,91.389,92.5,74.444,97.778,93.333,95,54.444,76.111,97.222,97.5,71.389,45.833,97.222,98.333,96.944,90,36.111,E
97.222,98.333,97.5,55.833,50.556,98.333,98.889,98.889,98.889,97.222,98.333,97.778,97.778,84.722,71.944,97.5,98.056,98.056,85.278,78.889,94.444,98.333,98.333,98.333,90,F
50.278,93.056,69.167,47.778,36.944,65,95,97.778,97.778,51.944,97.5,86.389,98.056,97.778,97.222,96.944,90.556,94.444,96.389,97.5,93.889,98.333,94.167,96.389,96.667,G
44.444,97.5,98.056,97.5,47.778,97.778,98.889,98.611,85.278,88.889,97.778,98.889,98.333,73.056,96.111,53.889,56.389,58.333,63.056,94.722,36.944,43.333,49.167,53.056,61.944,H
87.5,54.444,48.889,43.611,37.778,93.611,65,57.778,54.722,49.722,95.556,98.333,96.389,71.111,62.222,96.111,97.778,96.389,60.833,46.389,95,98.333,95.833,45.278,37.222,I
38.056,50,88.889,70.278,46.667,48.889,60.556,75.833,94.167,55.278,96.944,98.889,79.444,88.056,96.667,97.778,98.056,99.444,90,91.667,59.722,85.833,96.111,95.278,95.833,J
39.444,95,97.778,97.778,84.444,93.056,97.222,96.944,98.333,97.222,96.944,97.5,98.611,97.778,96.944,97.778,97.778,98.333,97.778,95.833,94.444,98.333,98.333,98.333,48.056,A
96.944,81.389,82.778,86.111,95,60,71.667,81.667,87.5,90,56.111,71.667,87.778,97.5,96.111,52.5,97.222,97.778,97.778,96.944,44.167,97.5,98.333,97.5,42.5,B
37.222,96.389,97.778,98.333,96.389,50,95.556,93.889,94.167,95,59.444,96.111,98.056,93.611,64.444,97.778,98.333,97.778,78.333,62.5,97.5,59.167,94.444,76.944,67.778,C
89.167,64.167,52.5,43.333,35,82.778,74.167,72.778,97.222,88.889,84.722,86.389,99.444,98.333,96.667,88.056,91.944,98.611,97.778,97.222,83.611,94.167,97.778,98.333,94.167,D
96.667,97.778,98.333,97.778,96.944,97.778,98.333,98.333,97.5,95.833,68.611,96.111,97.222,83.056,60,73.333,97.778,98.333,96.944,59.167,95.278,98.889,97.778,98.333,55.278,E
95.556,98.889,97.778,98.333,94.444,98.333,98.333,98.889,95.833,63.333,97.5,97.778,91.944,77.778,64.444,97.778,97.778,86.667,81.944,80.556,97.222,98.889,97.5,98.333,96.111,F
44.444,57.778,90.556,56.389,39.444,66.667,70.833,98.333,97.778,94.722,97.5,81.389,96.944,97.5,97.222,93.333,88.611,91.944,95,96.667,93.889,92.222,91.944,94.444,94.444,G
96.111,97.778,97.778,96.944,36.667,98.333,98.056,98.889,96.667,48.889,51.111,59.167,62.778,68.611,86.389,39.167,46.667,53.056,60.556,92.778,33.056,39.167,42.778,49.722,93.056,H
86.111,61.944,54.444,51.111,43.611,61.389,89.722,97.5,71.667,64.444,54.722,92.778,96.667,62.5,49.444,51.944,91.389,95,52.5,40.556,49.722,94.722,77.5,41.111,33.611,I
84.444,56.389,47.5,41.389,35.278,68.611,82.778,96.944,95.278,44.444,72.5,96.944,98.889,93.611,93.611,96.944,80.556,99.444,98.333,96.944,96.667,61.944,74.722,98.611,97.222,J
93.333,98.333,98.333,98.889,96.389,97.778,97.778,99.167,97.778,97.222,97.778,97.778,99.444,97.778,97.778,97.778,98.611,98.889,97.778,96.667,96.389,98.889,98.333,97.778,48.333,A
41.389,56.667,80.833,96.667,42.222,47.778,60.278,72.5,80.556,95.278,53.889,64.167,74.444,80.278,85.833,68.889,73.611,77.222,81.944,94.722,98.333,98.333,98.889,96.111,41.667,B
50.833,97.778,98.333,97.222,87.778,63.056,97.778,90.833,92.222,86.667,66.111,82.778,95.278,94.722,58.611,97.5,98.333,96.667,73.889,59.722,98.056,58.333,74.722,75.833,65.556,C
79.444,61.111,52.222,43.056,36.111,75,66.389,60.833,56.667,53.056,79.722,75.833,75.278,78.333,96.667,95,80.278,81.667,85.833,93.889,38.333,95.556,86.111,88.611,92.778,D
48.611,97.222,98.889,98.889,98.333,97.778,98.333,98.611,97.778,96.667,78.611,98.056,97.5,86.944,67.222,80.833,98.333,98.333,98.056,78.889,95.556,97.778,98.333,98.889,96.944,E
97.778,97.778,94.167,57.778,36.667,98.056,97.778,98.889,96.944,54.722,96.667,96.944,90.556,76.944,59.444,95,97.778,95.556,80.278,72.778,81.111,98.333,98.333,98.333,90,F
44.444,96.667,98.333,98.333,96.667,60,76.944,90.278,85.278,71.667,83.333,81.944,87.778,97.778,97.5,91.667,88.056,89.444,92.778,97.222,83.889,98.333,91.667,92.222,95.278,G
96.667,98.889,91.944,95.556,97.778,98.333,98.889,85,97.778,96.111,60.556,66.389,71.389,77.5,93.611,43.889,53.889,63.889,75.556,49.444,36.389,43.333,53.889,92.222,44.444,H
92.778,63.056,54.722,51.389,44.167,96.111,98.889,98.889,98.889,98.333,93.333,96.944,73.889,63.056,53.889,93.333,97.222,87.5,53.889,44.167,83.889,97.222,70,44.444,36.944,I
91.389,53.889,46.389,41.111,33.889,65,80.556,96.667,63.889,42.222,69.444,78.611,85.833,90.278,94.167,98.333,86.111,88.333,98.889,94.722,51.944,66.944,86.389,97.222,96.111,J
50.278,97.778,98.333,98.333,95,97.222,98.889,98.889,98.889,97.778,97.222,98.889,99.444,98.889,97.778,98.056,98.889,98.889,98.889,97.222,97.778,98.889,98.889,97.778,51.944,A
49.444,96.111,96.667,49.167,39.167,55,70,81.111,96.667,55.556,60.278,71.667,80,85.556,95.556,97.5,98.056,88.056,87.778,96.944,98.333,98.889,98.889,98.333,55.833,B
92.5,98.333,98.056,95.833,83.611,95.556,98.889,93.889,93.056,94.444,63.333,83.056,87.5,92.778,62.222,65.278,76.944,92.778,85.833,65.278,97.222,92.778,60.278,85.833,97.778,C
35,43.611,94.722,97.5,96.667,43.333,53.056,91.111,97.222,96.667,50.556,61.667,73.333,87.778,91.111,70,71.111,76.667,82.778,92.222,93.889,81.111,81.667,97.222,39.444,D
97.778,98.333,99.444,98.056,98.056,97.5,98.889,98.889,97.222,93.611,83.889,97.5,88.056,74.722,62.222,98.056,98.333,98.333,82.5,61.389,97.778,98.889,98.056,97.222,94.444,E
97.778,98.333,98.333,71.944,48.056,96.667,97.222,97.222,71.111,56.389,97.5,98.333,99.444,78.056,77.5,96.944,98.611,96.944,97.222,94.444,93.889,97.778,97.778,59.167,40,F
43.889,94.444,97.5,95.278,55.556,63.056,77.5,90,93.889,70,81.111,82.222,88.611,90.278,96.667,89.444,88.333,89.444,91.111,96.389,43.611,97.778,98.333,91.944,89.444,G
97.222,97.778,99.167,98.611,97.778,98.333,98.889,99.444,98.333,98.333,48.333,55.833,63.889,70,94.167,39.722,47.778,54.167,63.889,94.444,33.889,40,45.556,55.278,92.778,H
66.667,58.889,49.444,44.167,37.222,56.667,91.111,60.278,56.111,50,52.222,94.722,94.722,71.111,60.833,49.167,93.889,96.111,60.556,46.111,41.111,95.556,95.833,46.111,37.222,I
38.889,52.778,91.944,48.056,38.056,48.889,65.278,78.333,94.444,48.056,95.833,86.944,97.778,93.611,97.222,97.222,78.333,82.778,98.333,95.278,73.611,61.944,73.611,96.944,94.444,J
