attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,class
90.556,77.778,55,90.278,89.167,97.778,96.111,92.5,98.889,G
98.333,98.889,97.778,97.222,98.889,98.889,40.278,50.556,63.611,H
68.056,54.722,46.667,95.556,62.222,56.111,90,49.722,40.556,I
74.167,50.556,41.111,74.167,84.444,95.278,97.778,92.222,95.833,J
98.889,99.167,97.778,98.333,98.889,97.778,98.611,98.889,97.222,A
85.278,88.056,77.222,74.722,86.944,92.778,98.611,98.611,97.778,B
75,84.167,47.222,71.944,82.222,62.222,98.611,84.167,65.278,C
88.056,81.667,66.944,93.611,98.889,67.222,94.722,98.889,94.444,D
98.889,98.889,97.778,83.889,98.333,98.056,97.778,97.5,97.778,E
96.944,97.5,96.667,97.5,98.056,84.167,97.5,97.222,78.611,F
70.278,91.111,48.333,88.611,92.222,97.778,77.222,94.722,98.333,G
96.667,79.167,45.556,52.778,65,54.167,38.611,48.333,61.944,H
98.056,61.389,57.222,98.333,97.222,55.556,97.778,89.444,41.111,I
73.611,48.333,38.889,78.889,86.944,95.833,71.667,88.333,97.5,J
98.056,98.333,96.944,97.222,99.444,98.333,96.111,98.056,97.778,A
93.611,85.556,90.556,55.833,95,98.333,40.278,97.778,97.222,B
66.667,84.444,45.556,79.722,86.389,60.556,46.944,54.167,90,C
68.889,58.611,54.167,81.111,98.333,98.333,92.222,98.056,98.333,D
98.333,98.889,97.778,95,98.333,79.722,97.778,98.889,98.889,E
98.056,98.333,97.222,97.778,98.889,82.222,97.778,98.056,83.333,F
56.944,88.056,56.667,77.5,86.111,72.222,95.556,87.5,95.833,G
98.611,98.611,93.611,50,97.778,97.5,37.778,47.5,60.833,H
69.722,58.056,51.111,92.5,68.333,51.389,95.556,48.889,38.056,I
56.389,78.333,93.333,58.889,73.611,85.278,97.5,73.056,98.889,J
95.556,98.333,97.778,98.056,99.444,98.333,97.778,98.333,97.778,A
67.222,80.833,76.667,67.778,80.556,86.389,98.889,98.889,92.5,B
68.611,85.833,76.389,75.833,94.444,65.278,47.5,93.056,66.389,C
60.278,56.944,51.389,73.889,82.5,96.111,83.611,86.111,97.222,D
98.333,97.222,51.389,95.556,80.556,66.667,96.667,97.5,51.944,E
97.5,98.889,98.611,97.778,97.778,75,98.889,98.889,80.278,F
70.278,74.167,50.556,83.889,96.667,61.111,97.5,98.889,98.611,G
97.778,98.056,61.389,55.278,73.056,64.444,45.556,95,46.389,H
61.944,53.333,44.722,98.611,98.889,65.556,97.778,95.556,43.889,I
59.167,73.056,43.056,50.556,69.722,83.056,37.778,96.667,97.778,J
98.056,98.333,97.778,98.056,99.167,97.222,96.944,96.944,96.389,A
75.833,85.278,95.278,75.833,87.222,91.111,98.889,98.889,95.556,B
62.5,86.944,40.278,97.222,76.389,53.056,43.333,50.833,76.111,C
55,63.889,90.833,79.722,76.944,83.056,86.944,84.167,95.556,D
98.333,98.333,59.167,95.556,96.111,66.667,97.222,97.778,58.333,E
98.333,97.778,95.833,98.333,78.611,62.5,97.5,82.5,59.444,F
62.5,59.444,40.278,77.778,85.278,68.333,95.556,87.778,97.222,G
98.333,99.444,98.056,58.889,66.111,95,41.667,50.278,92.778,H
61.944,48.889,41.944,78.333,99.167,81.389,89.722,53.889,44.167,I
48.611,60,73.333,97.778,85.833,81.111,79.444,96.111,88.056,J
95,98.889,98.333,98.333,99.444,97.5,97.222,98.333,97.222,A
93.333,94.444,44.722,93.333,98.333,95.278,97.222,96.667,49.167,B
74.722,75.556,39.722,66.667,67.222,48.611,86.667,71.389,59.722,C
66.111,95.556,50.278,77.222,97.778,98.333,37.222,79.444,97.778,D
98.333,97.778,64.722,97.778,87.222,70,98.611,98.889,90.556,E
98.056,98.333,97.5,97.5,97.778,81.111,98.611,98.889,97.778,F
71.944,88.889,62.5,83.889,88.056,98.056,96.667,89.167,94.167,G
98.611,98.889,77.222,49.444,60.556,93.889,39.444,48.889,94.444,H
71.667,55.278,45.278,80.833,67.222,60.556,96.111,52.222,42.222,I
58.333,49.167,38.889,62.222,83.056,95.556,63.889,67.5,97.5,J
98.056,98.056,96.944,98.056,99.444,96.944,98.056,99.444,97.5,A
87.222,95.556,41.944,81.944,91.944,60.556,97.778,67.5,49.722,B
67.5,96.111,39.722,71.389,83.333,89.167,98.333,96.944,67.5,C
83.333,67.778,46.667,86.667,88.056,97.778,96.111,94.444,97.778,D
98.333,98.889,95,96.944,97.5,68.889,97.222,98.889,98.889,E
97.222,98.333,91.944,98.889,98.889,90.556,97.222,86.944,76.389,F
45.833,72.5,58.611,64.167,97.778,98.333,83.056,88.333,96.667,G
97.222,98.056,97.778,98.333,99.444,98.056,45.556,61.111,89.444,H
67.222,58.611,52.5,94.444,60.278,51.667,66.389,48.333,38.333,I
46.944,68.889,95.556,96.389,75.833,83.611,98.333,98.333,50.556,J
91.944,98.056,90.278,97.778,97.778,98.333,96.111,97.778,98.333,A
76.667,96.111,42.778,78.611,96.111,97.778,98.889,98.889,97.778,B
68.889,57.778,38.889,71.944,81.667,49.444,97.222,81.111,65.278,C
54.444,63.333,97.778,86.667,82.778,97.778,90.278,88.333,96.944,D
50.278,96.944,98.333,88.611,98.333,98.056,98.889,98.889,93.611,E
98.333,97.5,61.389,98.333,98.889,92.5,98.056,97.222,78.056,F
56.944,63.889,94.167,77.222,77.5,98.056,84.167,83.333,96.667,G
98.611,99.444,98.333,58.889,67.5,80.278,41.667,53.889,74.167,H
73.333,59.167,55.278,82.5,90.556,54.167,91.667,90,40.278,I
54.722,94.722,43.889,60.278,76.389,90.833,98.333,99.444,89.167,J
97.778,98.333,97.5,98.056,99.444,97.778,98.056,98.889,95.556,A
76.389,81.389,58.333,58.333,83.611,92.5,48.333,98.333,97.222,B
70.278,93.056,37.778,67.222,94.722,54.722,97.5,78.889,63.611,C
78.333,73.056,97.5,96.667,98.889,98.889,43.611,94.722,98.056,D
97.778,98.611,98.333,97.222,98.056,74.444,98.889,98.889,90.556,E
96.944,98.056,96.667,97.778,98.889,80.833,98.333,95.556,77.222,F
77.222,70,95.556,84.444,82.222,66.111,97.778,87.778,95.556,G
98.889,99.167,96.667,56.111,65,92.778,40.833,50.278,90.833,H
81.667,62.5,55.833,96.944,65,55,96.111,51.389,40.833,I
69.722,81.111,76.667,69.722,82.5,87.5,98.889,71.667,98.333,J
97.5,98.333,97.5,97.5,99.444,97.778,96.667,98.611,96.667,A
98.611,91.944,96.944,61.667,82.778,90.833,63.889,87.778,97.5,B
72.222,82.778,93.889,68.611,95.556,65.556,98.611,98.333,69.722,C
58.611,80,97.778,75.833,81.944,97.5,96.111,84.722,91.111,D
96.667,98.611,95.556,72.222,96.944,75,93.333,98.889,98.611,E
98.889,98.889,57.5,97.222,98.333,77.5,98.333,97.5,97.222,F
68.056,62.5,97.778,78.611,80.556,70.833,96.944,97.222,75,G
98.333,98.889,97.5,98.056,98.611,96.389,41.111,50.833,90.556,H
69.722,57.222,49.722,96.667,74.444,60,95,52.222,41.389,I
56.944,78.611,43.611,61.111,78.333,88.056,97.222,75.556,96.389,J
93.889,96.389,94.444,96.944,99.167,97.222,97.222,96.389,96.944,A
70.556,81.111,89.444,56.111,97.778,96.111,46.389,97.778,95.556,B
81.389,85.833,47.222,73.611,94.167,55,94.722,75.833,65,C
60.556,97.222,97.778,80.833,99.444,98.333,96.111,92.222,98.333,D
43.333,97.5,97.222,71.389,95.556,63.333,98.889,98.889,54.444,E
96.944,97.778,48.611,96.667,90.278,75.556,98.056,96.667,96.667,F
64.167,58.056,53.333,76.389,74.722,92.5,97.222,83.333,79.722,G
98.889,98.333,66.944,52.222,62.5,96.389,40.556,51.111,93.333,H
63.333,55.833,47.778,97.5,71.111,58.611,96.667,54.444,42.222,I
55.278,80.833,64.722,97.778,95.556,95.278,98.056,85.556,98.333,J
98.333,98.889,96.944,98.333,99.444,97.778,97.5,97.5,97.5,A
85.833,61.667,41.944,70,82.778,78.889,95,98.889,91.667,B
76.667,85.556,93.889,70.833,80.833,63.611,95,79.444,66.667,C
61.667,55.833,40.833,77.778,97.222,97.778,96.111,98.889,98.611,D
65.556,98.333,98.611,97.222,97.778,67.222,98.889,98.889,90.556,E
97.778,98.333,49.444,97.222,97.778,75.833,98.333,97.5,96.944,F
64.722,72.778,66.389,79.167,81.944,85.278,49.444,85,98.333,G
98.056,98.889,97.778,58.056,70,96.111,41.667,55.556,93.889,H
61.389,52.778,43.333,97.778,72.778,65.833,96.111,60.278,44.722,I
75.278,93.889,41.111,98.056,90,97.5,64.167,69.167,97.5,J
98.333,98.889,97.778,98.056,99.444,98.056,96.944,97.5,97.778,A
73.889,95.556,43.333,94.444,98.611,96.667,95.556,98.889,98.889,B
74.722,85.278,50.833,71.111,81.111,56.667,97.5,79.444,64.167,C
43.056,59.167,96.667,61.944,72.222,87.222,69.444,83.333,85.556,D
65,98.056,98.333,66.944,97.5,75.556,97.778,98.611,97.222,E
98.056,98.611,85.278,97.222,99.444,81.667,97.778,97.222,96.944,F
73.333,97.222,49.444,85.556,99.444,75.556,90.278,98.333,96.944,G
98.889,99.444,97.778,97.778,99.167,73.056,41.667,50.833,61.944,H
62.778,53.333,44.444,97.5,71.944,98.611,95.833,55.833,42.778,I
65.278,64.167,46.944,80.556,99.167,98.056,51.667,61.111,97.5,J
98.056,98.333,97.778,98.333,99.167,97.778,98.056,98.611,96.944,A
55,76.667,50.833,63.611,77.5,85,98.889,98.889,97.778,B
76.667,85.556,44.167,68.056,80.833,53.611,86.944,78.889,63.333,C
72.222,71.111,47.5,85.556,99.444,97.5,97.222,94.444,97.778,D
98.056,98.333,97.778,97.5,97.778,74.722,98.333,99.444,98.889,E
98.056,98.333,46.944,97.222,97.5,69.444,98.056,97.778,96.667,F
60.278,72.778,69.722,87.222,80.833,97.5,50,86.111,96.944,G
98.889,98.889,97.222,94.444,97.778,73.056,38.889,46.944,57.222,H
58.056,52.222,43.611,98.611,99.444,65.833,96.667,56.667,43.889,I
67.778,85,96.111,64.444,98.056,94.444,98.333,76.389,98.333,J
95,98.889,98.889,98.333,99.444,97.778,98.889,98.889,95,A
71.389,93.889,41.944,74.444,97.778,95.833,97.222,98.889,97.222,B
85,85.833,87.778,68.889,81.111,92.778,71.667,91.667,73.611,C
66.111,58.333,40.556,81.667,96.667,97.778,70,94.444,98.889,D
98.056,99.444,98.333,79.167,97.778,81.111,96.111,98.611,98.611,E
98.333,99.444,97.778,98.333,99.444,92.778,97.5,91.389,84.722,F
97.222,95,46.111,92.222,98.611,68.056,41.944,93.056,97.222,G
98.889,99.167,98.056,56.389,67.778,80.278,41.111,52.778,94.444,H
74.167,56.111,44.167,98.889,99.444,98.611,97.5,63.889,48.056,I
65.556,59.722,50,76.111,84.444,90.278,82.222,98.889,90.556,J
88.611,98.889,98.889,98.056,97.778,97.778,98.889,98.889,70.556,A
80.556,80,41.389,73.333,85.833,90.556,98.889,98.611,97.778,B
78.611,86.111,94.167,75.833,84.722,67.778,60,94.167,68.056,C
73.056,99.444,98.333,84.444,91.667,97.778,88.611,90.278,94.167,D
98.333,97.222,90.278,97.222,96.111,65,98.333,98.889,97.778,E
97.778,97.5,57.778,97.778,98.333,72.222,98.056,97.5,97.5,F
39.444,50.833,70.556,56.667,68.611,81.667,96.389,78.889,96.111,G
98.889,98.889,97.778,68.333,68.611,96.944,42.5,53.611,78.056,H
66.111,54.722,46.389,98.611,98.889,66.944,98.056,97.222,47.5,I
64.167,53.333,40.556,73.611,92.5,96.389,96.667,98.889,98.611,J
85.556,98.889,97.222,92.222,98.889,98.889,92.222,98.889,98.889,A
69.722,81.667,88.056,64.444,89.444,91.667,92.222,97.5,97.5,B
74.444,56.667,37.222,67.5,61.667,46.389,93.333,68.889,57.778,C
64.167,59.444,94.444,78.056,80.556,97.222,79.167,86.111,94.167,D
97.778,98.333,51.667,97.5,97.778,65.556,97.778,98.889,98.056,E
98.889,98.889,90.556,97.222,97.222,75.833,98.333,98.056,97.5,F
60.278,80.833,51.667,79.444,82.222,69.444,87.222,86.389,96.667,G
98.056,98.889,97.5,51.667,63.611,75,42.5,57.222,90.833,H
61.944,50.833,43.056,96.944,68.611,70,96.111,52.5,43.056,I
46.667,72.222,52.5,59.444,77.5,86.111,98.333,73.611,95.556,J
97.222,97.5,98.056,96.944,99.444,98.333,58.056,96.667,97.778,A
79.167,80.556,96.389,57.778,79.722,92.5,45.556,98.333,97.222,B
72.222,91.944,38.889,60.833,75.278,48.611,59.722,87.222,59.444,C
47.222,63.889,96.667,74.722,76.944,88.611,53.611,83.889,87.222,D
98.889,99.444,98.333,82.778,98.333,97.5,98.333,97.5,90.278,E
97.778,98.056,85,97.778,98.889,97.5,97.222,98.333,97.5,F
60.278,95.556,56.111,81.667,88.056,83.333,77.778,89.722,93.889,G
98.333,98.889,96.944,53.611,61.667,78.611,40.278,49.722,66.944,H
61.667,51.111,43.611,97.5,69.444,61.667,96.667,53.889,41.944,I
54.444,64.444,44.722,62.778,80.278,89.167,98.333,93.056,94.722,J
95.833,98.056,97.5,80.833,98.056,98.333,69.167,97.778,97.222,A
75.556,86.111,91.389,69.167,98.889,98.333,96.111,98.333,96.111,B
70.556,81.111,95.556,64.167,91.667,63.056,85.833,79.167,67.222,C
69.167,98.611,96.389,83.611,98.056,96.111,90,92.5,94.444,D
95.556,98.889,98.889,66.389,95,94.167,93.611,90.833,97.222,E
97.5,97.778,96.944,97.778,98.333,87.222,97.5,98.611,97.222,F
61.111,66.944,49.167,80.278,99.444,74.167,92.778,91.111,98.333,G
98.611,98.889,77.5,51.389,64.444,75.278,40.833,55.556,76.667,H
94.444,57.222,46.389,83.056,71.111,97.778,91.944,58.333,43.611,I
48.889,70.833,54.167,96.667,79.167,86.111,64.167,83.889,91.667,J
95,98.333,97.5,97.778,99.444,98.333,98.611,98.889,96.944,A
80.833,88.889,94.444,86.389,98.889,98.056,97.222,98.611,98.333,B
73.889,84.444,89.722,73.611,91.389,59.722,53.333,56.944,70,C
66.389,59.722,80.556,80.833,98.333,98.333,77.222,98.056,98.333,D
98.333,98.333,97.778,86.944,98.333,95.556,98.889,98.889,95,E
97.5,97.222,93.889,95.833,92.5,81.111,97.222,97.5,95.556,F
57.5,73.056,95.278,81.111,82.778,97.5,96.944,88.056,94.444,G
98.333,98.333,81.389,51.111,60.833,72.778,38.333,48.333,86.944,H
78.333,57.222,47.222,95,97.778,69.167,97.222,96.389,43.889,I
63.333,78.889,46.111,66.667,81.389,87.222,97.778,80.556,72.222,J
97.778,98.333,97.778,98.333,99.444,98.333,97.222,98.056,97.222,A
75.833,93.333,42.222,69.444,81.944,89.722,98.333,87.222,97.5,B
72.778,82.5,39.722,73.611,83.611,61.389,49.444,82.778,65.278,C
66.667,98.889,94.444,90,99.444,98.056,93.889,97.778,97.222,D
94.167,98.333,97.222,74.444,96.111,69.167,96.944,98.611,96.667,E
97.5,98.611,80.556,97.778,89.444,75,97.222,98.333,94.722,F
61.389,63.611,89.444,81.667,76.944,72.222,87.222,84.722,97.5,G
98.333,98.889,97.778,53.611,62.778,79.167,39.722,49.722,73.611,H
61.667,55.278,47.5,91.667,67.222,56.944,91.944,51.944,39.444,I
53.611,72.222,51.667,68.333,83.056,96.944,98.333,78.333,96.944,J
97.778,98.611,98.056,97.778,99.444,98.333,97.778,98.333,97.778,A
95.556,55.833,42.222,69.167,81.111,96.111,97.5,85.278,87.778,B
98.333,95.556,41.667,97.222,73.611,52.5,85.278,74.722,65.833,C
61.667,50.278,39.444,76.111,70.556,97.222,79.444,89.444,98.611,D
98.889,98.889,96.111,77.5,97.778,74.167,95.556,97.778,98.333,E
96.389,96.667,71.944,98.333,96.389,75.278,96.667,98.056,96.667,F
63.611,87.5,38.889,80,92.222,68.333,96.111,91.944,98.611,G
97.5,97.222,97.222,47.5,58.056,69.444,37.778,46.389,62.222,H
62.778,53.889,45.833,85.833,66.111,58.889,91.667,52.5,42.778,I
93.333,59.444,44.444,76.944,85.556,90.278,82.222,91.667,93.611,J
68.889,98.333,98.333,97.778,98.889,97.778,98.889,98.889,96.944,A
86.667,60.278,43.056,73.889,85.833,92.5,98.056,99.444,98.611,B
70.278,82.778,35.556,73.611,80.833,52.5,46.111,95.833,62.5,C
64.722,53.333,42.5,75.278,75.556,97.5,93.611,88.611,98.611,D
98.333,99.444,98.333,72.5,97.5,63.889,97.5,98.056,56.389,E
97.5,98.056,58.056,98.889,98.889,72.778,96.667,97.778,69.167,F
71.111,71.667,62.222,81.667,82.778,97.222,77.222,88.056,96.667,G
98.889,98.889,96.111,52.5,61.944,92.222,39.722,48.611,67.5,H
58.889,51.389,41.111,70,64.167,66.667,95.833,53.889,44.167,I
48.889,79.167,49.722,66.667,80.556,93.611,75.556,98.889,94.167,J
97.778,99.167,98.889,97.5,98.889,97.778,98.611,98.889,59.722,A
70.278,54.722,38.611,56.111,76.389,94.722,45.556,98.333,98.333,B
53.056,97.222,50.278,64.167,92.222,60.556,98.333,84.444,80.833,C
76.389,66.389,95.833,52.778,76.944,98.333,40.833,96.111,91.389,D
98.333,99.444,98.333,78.056,97.222,78.056,97.222,97.222,97.222,E
98.333,98.611,97.5,96.389,89.722,78.333,98.056,89.722,93.333,F
66.389,88.333,43.333,81.389,86.111,97.778,93.611,88.611,98.333,G
98.333,99.444,98.333,55,63.611,73.056,40,48.889,66.944,H
56.944,48.056,38.611,96.944,63.056,54.444,95.556,57.778,50.278,I
48.611,92.222,48.333,67.222,79.167,93.611,93.056,98.611,91.667,J
98.056,99.167,98.611,97.778,99.167,98.889,98.333,97.778,96.944,A
93.056,53.889,44.444,70.833,95.278,94.444,97.5,98.333,44.167,B
60.556,91.667,55.833,58.889,76.667,59.722,71.389,82.222,71.389,C
61.667,65.278,98.333,92.222,77.222,92.222,42.778,97.5,95.556,D
98.889,98.889,95.556,97.222,97.778,67.222,50.278,97.5,98.333,E
98.056,97.222,71.944,96.389,73.333,58.611,95.833,71.667,47.778,F
43.056,56.389,63.611,55.833,65.278,73.056,96.944,74.722,97.222,G
98.611,98.889,97.778,46.944,58.611,71.111,37.222,44.722,65.556,H
65.833,56.944,50.556,87.5,59.167,49.722,65.278,46.667,37.5,I
60,82.222,89.167,98.333,86.944,95.833,57.5,80.833,64.167,J
95.556,98.333,98.333,98.333,99.444,98.333,98.889,98.889,95.556,A
93.889,97.778,51.389,72.778,87.5,93.056,98.889,98.889,97.222,B
80.556,95.556,43.889,68.889,93.333,54.444,85.833,77.778,69.722,C
66.389,66.944,98.056,77.222,80,98.333,40.833,96.667,93.889,D
98.889,98.889,55.833,80.556,97.222,63.611,53.611,98.333,98.611,E
98.611,98.333,74.167,97.778,95.556,64.167,96.944,97.778,94.444,F
75.833,93.056,52.222,87.5,81.667,76.667,92.778,98.611,53.611,G
98.889,98.889,97.778,62.222,68.333,78.056,42.5,56.111,92.778,H
62.5,54.722,45.833,96.111,64.444,56.111,94.722,50,40.556,I
46.667,61.389,64.722,98.056,98.333,86.389,83.611,98.333,93.056,J
97.778,98.611,98.056,98.333,98.611,98.056,98.333,98.333,63.611,A
72.778,85.556,77.222,71.667,83.611,88.611,98.611,98.889,98.333,B
95.556,54.444,38.333,68.333,60.556,47.5,78.889,66.944,56.667,C
84.167,69.444,55.278,86.944,99.444,97.778,91.111,96.111,96.944,D
97.778,98.333,46.389,97.778,95.556,56.389,45.278,95.556,97.778,E
98.056,98.611,97.778,98.889,98.889,90.556,98.889,98.889,95.556,F
71.111,97.222,97.5,93.611,90.556,98.056,41.389,97.5,95.278,G
98.889,98.611,63.056,48.889,58.889,93.889,36.667,45.556,90.556,H
98.056,96.111,54.722,97.5,68.611,51.389,97.5,51.944,38.611,I
86.389,90.556,91.944,84.444,90.833,93.889,98.056,75,96.667,J
98.611,98.889,98.333,97.778,99.444,97.778,98.889,98.611,93.056,A
74.444,84.444,93.333,72.5,90,98.333,95.833,97.778,97.778,B
81.667,53.889,40.833,71.667,64.722,52.778,83.333,73.056,71.667,C
69.722,76.389,97.778,86.111,86.389,97.778,45.833,89.167,96.944,D
98.333,98.611,97.778,83.611,97.5,96.944,97.222,98.889,98.889,E
97.778,98.056,58.889,96.111,99.444,76.667,96.667,98.889,95.556,F
71.389,86.111,61.111,83.056,93.056,86.667,68.333,89.722,98.333,G
98.611,99.444,98.333,49.167,58.611,87.778,38.611,46.389,92.222,H
63.889,51.389,41.389,98.056,98.056,57.222,97.778,96.667,52.5,I
77.222,94.722,49.167,70,86.111,90.833,98.611,98.889,97.778,J
96.389,97.778,98.333,98.333,99.444,98.333,97.778,98.611,96.944,A
81.111,91.111,42.222,76.944,97.5,58.889,96.667,96.944,51.667,B
65,93.611,41.111,61.389,75.833,54.722,95,80,63.333,C
82.5,85.278,96.944,66.389,88.889,94.722,38.056,96.111,93.611,D
98.333,98.333,90.556,94.444,95.556,62.778,98.611,98.611,97.5,E
98.056,98.333,97.222,98.056,97.778,73.333,98.333,98.333,97.778,F
49.444,95,54.722,76.111,86.667,74.444,98.333,93.611,96.111,G
98.611,98.889,80.833,57.222,71.389,58.889,46.944,92.778,45.278,H
68.333,53.056,43.056,98.333,98.611,98.333,97.778,97.778,49.444,I
55.833,74.722,87.222,63.611,95.833,87.778,70.833,98.333,97.222,J
96.944,98.056,98.333,98.333,99.444,97.778,97.778,98.889,97.778,A
69.167,79.167,42.5,60,94.444,97.5,63.333,97.778,98.333,B
96.667,95.556,38.056,69.167,92.778,48.611,95.833,75.556,59.722,C
68.333,66.111,97.222,79.722,92.5,98.333,96.667,90,97.222,D
97.778,98.333,41.389,97.222,83.056,55.556,98.333,98.611,97.778,E
97.778,98.889,96.389,98.889,98.889,92.5,98.889,99.444,98.333,F
70.278,70,92.5,80.833,93.056,69.722,87.222,94.722,97.778,G
98.056,80.833,48.611,48.056,62.5,54.722,38.611,46.389,76.389,H
96.389,57.222,45,98.333,98.889,98.056,98.333,97.222,49.444,I
74.167,60.556,45,64.167,81.944,87.5,73.333,95.833,91.389,J
98.333,98.333,98.056,98.333,99.444,98.333,98.611,98.889,97.778,A
97.5,77.778,40.833,76.389,90.556,55.556,97.5,91.111,52.778,B
96.667,95.556,38.056,69.167,92.778,48.611,95.833,75.556,59.722,C
47.5,96.111,98.333,63.889,80.833,93.611,98.611,86.111,96.667,D
97.778,98.889,96.667,94.722,97.778,71.111,96.944,98.611,91.944,E
98.056,97.5,96.111,98.333,86.944,75,98.333,97.778,94.722,F
47.5,72.778,58.056,64.444,73.333,66.667,98.333,81.944,98.333,G
98.889,73.889,98.611,50.556,61.389,95,40,49.444,93.333,H
68.889,57.5,50,97.222,69.444,57.778,96.389,58.333,42.222,I
46.111,61.944,75,97.222,74.722,85.278,78.333,93.056,87.778,J
97.5,98.333,97.5,97.778,97.778,98.333,96.944,97.222,96.944,A
97.222,80.278,39.722,63.333,81.111,94.444,95,98.333,97.778,B
98.333,92.222,51.944,78.056,91.667,56.667,98.333,98.889,77.222,C
95,94.444,94.167,72.778,88.056,92.222,98.333,89.444,96.944,D
97.5,98.889,97.222,68.056,97.778,79.722,92.222,98.889,98.889,E
98.056,97.778,97.5,97.222,97.778,73.611,98.611,98.889,97.222,F
41.389,50,72.5,57.5,65.278,78.889,66.667,79.722,89.722,G
97.222,92.222,52.222,58.333,89.167,62.222,43.889,68.889,48.889,H
63.056,49.167,39.444,97.778,63.333,53.889,96.667,57.5,51.389,I
68.333,78.333,95.833,64.167,78.056,85,88.611,89.722,98.889,J
97.5,97.778,98.333,98.333,99.444,97.778,98.056,98.056,97.778,A
70.278,96.389,40.833,68.611,83.611,76.667,97.222,98.611,98.333,B
69.444,81.667,44.722,63.611,85.278,56.667,93.889,82.222,70.556,C
87.5,98.889,90.556,90.556,96.667,97.222,93.611,98.333,98.611,D
96.389,97.5,85.833,94.444,82.5,67.222,98.889,98.889,96.667,E
97.778,98.611,81.389,96.667,97.222,69.444,98.056,98.611,80.556,F
47.5,71.667,59.444,61.111,78.611,72.222,83.333,81.111,97.222,G
98.333,95.556,41.389,62.5,93.889,50.833,45.556,94.444,63.333,H
63.611,56.944,51.944,96.667,68.611,61.389,93.889,53.611,41.389,I
48.611,93.889,61.111,98.333,99.167,98.333,85.833,97.5,98.333,J
97.778,97.5,98.333,98.333,99.444,97.778,98.889,98.889,97.222,A
79.722,86.667,78.333,76.111,89.167,91.944,97.778,97.778,98.056,B
77.778,93.611,43.333,70,94.444,56.667,96.667,83.611,98.611,C
83.611,70.556,48.056,83.611,77.222,64.167,89.167,93.889,98.333,D
97.778,97.5,96.944,96.944,83.889,61.111,98.889,98.889,90.556,E
98.889,98.889,95,97.778,97.778,76.944,96.944,98.056,74.444,F
68.611,84.167,64.722,89.167,87.5,97.778,92.222,98.889,98.333,G
80.556,96.389,58.056,48.056,61.944,61.667,38.611,53.333,53.889,H
66.111,57.5,50.556,78.611,96.667,62.778,96.111,58.889,42.222,I
93.889,60.556,43.611,74.444,86.944,96.667,98.333,92.778,92.5,J
97.222,98.333,98.056,97.778,99.444,98.333,97.778,97.5,97.778,A
98.056,98.333,40.833,87.778,98.056,95.556,98.889,98.889,70.278,B
78.333,54.167,39.167,71.111,62.5,48.056,93.889,70.833,62.222,C
78.611,77.778,97.778,85.833,90.556,95.833,76.667,91.667,98.333,D
97.778,97.778,97.778,96.389,98.056,77.5,97.222,98.333,97.5,E
92.778,98.056,96.111,95.556,97.778,73.056,96.389,97.5,96.667,F
78.333,98.333,52.222,88.056,99.444,98.056,98.333,98.611,98.056,G
96.944,97.5,47.778,50.833,63.056,76.944,38.889,53.333,66.111,H
68.333,58.611,53.889,87.5,67.5,55.833,93.056,52.778,40.278,I
63.056,82.778,56.667,66.111,88.611,96.944,98.889,99.444,98.056,J
97.778,98.333,98.333,98.333,99.444,98.333,97.5,98.611,97.778,A
68.889,79.444,92.5,64.444,80.556,86.667,97.222,98.333,95.556,B
96.944,55.556,39.444,67.5,63.056,50.278,95.278,71.944,63.056,C
72.222,70,97.778,84.167,98.333,98.333,95.556,98.056,97.778,D
98.333,98.333,96.111,65.833,96.389,92.5,94.444,98.889,98.889,E
98.056,98.611,82.222,96.944,97.5,70.556,97.778,98.611,80.833,F
69.167,68.333,48.333,87.222,93.889,98.056,91.944,97.222,97.222,G
98.889,99.444,98.333,57.222,70.556,94.167,44.722,69.444,52.5,H
81.111,56.944,46.667,97.5,71.667,60.833,97.222,59.444,42.778,I
70.278,80.833,96.667,61.389,82.222,90.278,92.222,97.778,90,J
96.389,98.889,98.333,97.778,96.944,97.778,98.889,98.889,95.556,A
69.167,79.444,79.167,63.056,79.722,86.667,95.556,98.889,98.889,B
97.222,92.222,94.167,70.278,91.667,61.944,56.944,81.667,66.944,C
72.5,66.111,97.778,81.944,85.556,98.333,96.944,90.278,97.778,D
96.667,97.778,98.333,70.833,98.056,96.944,97.778,98.333,50,E
95.556,94.167,79.722,97.222,97.5,85.833,97.778,98.056,98.056,F
65.556,66.389,48.056,83.611,86.111,97.778,89.722,97.5,96.944,G
98.889,98.889,94.444,50.556,62.5,90.556,38.889,51.111,90.556,H
44.167,82.778,60.556,95.556,84.722,85,98.056,67.222,44.722,I
78.611,53.056,41.111,75.278,85.833,95.556,98.056,67.222,95.833,J
98.889,98.889,77.778,98.333,99.444,98.333,97.778,97.222,97.222,A
73.611,97.222,36.944,70.278,82.5,88.889,98.333,97.778,96.667,B
73.333,84.722,93.333,77.778,96.111,62.778,50.556,56.111,65.278,C
74.722,98.889,97.222,89.722,99.444,98.056,96.389,97.222,97.778,D
98.333,98.889,95.556,97.778,92.5,56.667,97.778,97.778,51.389,E
98.333,98.333,76.944,97.222,89.167,83.611,97.222,97.5,97.778,F
64.444,71.944,56.667,81.111,91.944,98.056,88.056,88.889,96.667,G
98.611,98.611,92.5,55.833,71.389,74.167,44.444,68.333,52.222,H
