Attr_2,Attr_3,Attr_4,Attr_5,Attr_6,Attr_7,Attr_8,Attr_9,Attr_10,Attr_11,Attr_12,Attr_13,Attr_14,Attr_15,class
1.2885,6.899,10.161,-3.0309,6.2422,8.4259,26.072,20.076,25.463,16.224,23.841,59.802,66.488,0,F
1.303,5.7903,11.705,6.4179,6.0452,23.709,27.792,20.564,11.403,15.362,23.046,61.012,66.98,0,F
3.0712,0.88842,2.9453,4.4465,18.165,5.9974,7.4323,15.888,0,0,0,0,0,0,F
1.2885,8.3419,11.705,4.2197,6.0452,23.709,27.792,21.051,10.62,14.5,49.262,62.221,0,0,F
1.303,8.3419,2.6842,4.2197,19.955,12.687,2.0426,15.911,0,0,0,0,0,0,F
-0.018854,2.8904,2.9453,14.604,9.4442,5.9974,3.1839,15.888,0,0,0,0,0,0,F
1.2885,4.9853,10.161,-3.0309,6.2422,21.948,26.072,20.076,12.186,16.164,46.993,51.221,0,0,F
1.2885,4.9853,10.161,4.2197,6.0452,8.2549,27.792,32.392,26.008,15.362,21.232,61.012,66.98,0,F
1.2885,6.899,10.161,-3.0309,8.4673,8.4259,15.782,9.398,29.669,0,0,0,0,0,F
1.2885,6.899,10.161,-3.0309,6.2422,8.4259,11.128,30.721,36.172,32.344,41.333,31.076,72.993,103.56,F
1.303,5.7903,11.705,15.358,6.0452,8.2549,27.792,32.392,26.008,15.362,21.232,61.012,60.79,0,F
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,48.128,51.771,0,0,F
1.303,5.7903,-4.3456,4.2197,6.0452,23.709,6.8221,5.2709,20.397,0,0,0,0,0,F
1.303,2.6877,11.705,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,21.232,61.012,66.98,0,F
1.2885,4.9853,10.161,13.729,6.2422,8.4259,26.072,30.721,36.172,32.344,22.167,31.076,77.476,84.894,F
1.2885,6.899,10.161,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,0,F
1.303,8.3419,-6.0126,3.9928,21.745,13.07,6.2119,25.332,0,0,0,0,0,0,F
1.2885,6.899,10.161,4.4465,6.2422,21.948,15.782,9.398,29.669,0,0,0,0,0,F
1.2885,4.9853,10.161,13.729,6.2422,8.4259,26.072,30.721,25.463,16.224,22.167,34.544,77.476,90.209,F
1.2885,4.9853,10.161,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,84.894,F
3.0712,-3.8305,2.6842,16.409,19.955,23.709,16.215,8.6991,30.634,38.329,0,0,0,0,F
1.2885,4.9853,10.161,4.4465,6.2422,8.4259,26.072,30.721,25.463,32.344,22.167,31.076,77.476,90.209,F
3.9771,8.3419,2.6842,16.409,9.7808,-0.34606,12.4,0,0,0,0,0,0,0,F
3.9253,-2.2303,2.9453,4.4465,18.165,12.304,7.4323,6.3125,29.669,0,0,0,0,0,F
1.2885,6.899,2.9453,4.4465,18.165,12.304,7.4323,23.579,0,0,0,0,0,0,F
3.0712,-2.2303,2.9453,4.4465,18.165,12.304,7.4323,23.579,0,0,0,0,0,0,F
1.2885,4.9853,10.161,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,90.209,F
3.0712,6.899,10.161,4.4465,18.165,12.304,7.4323,5.2654,0,0,0,0,0,0,F
3.0712,6.899,2.9453,14.604,18.165,12.304,7.4323,9.398,12.186,37.277,40.773,0,0,0,F
1.2885,4.9853,10.161,13.729,6.2422,8.4259,26.072,30.721,12.186,16.224,46.993,51.221,0,0,F
1.2885,4.9853,-2.6786,4.4465,6.2422,21.948,26.072,20.076,19.69,37.277,46.993,0,0,0,F
1.2885,4.9853,10.161,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,90.209,F
3.9253,-3.8305,2.6842,16.409,9.7808,12.687,6.8221,5.2709,30.634,0,0,0,0,0,F
3.9771,-3.8305,2.6842,16.409,9.7808,1.7658,0,0,0,0,0,0,0,0,F
3.0712,1.67,2.9453,4.4465,18.165,12.304,7.4323,23.579,0,0,0,0,0,0,F
1.303,5.7903,11.705,-4.7533,6.0452,23.709,27.792,20.564,11.403,38.329,34.135,0,0,0,F
1.2885,6.899,2.9453,4.4465,18.165,21.948,15.782,6.3125,29.669,0,0,0,0,0,F
3.0712,6.899,-2.6786,4.4465,18.165,12.304,7.4323,6.3125,29.669,26.217,0,0,0,0,F
3.9253,6.899,2.9453,4.4465,6.2422,21.948,26.072,20.076,12.186,16.164,46.993,0,0,0,F
1.2885,6.899,2.9453,4.4465,18.165,12.304,7.4323,15.888,0,0,0,0,0,0,F
3.0712,1.67,2.9453,7.0531,9.4442,5.9974,18.627,15.888,0,0,0,0,0,0,F
3.0712,-2.2303,2.9453,14.604,9.4442,5.9974,18.627,0,0,0,0,0,0,0,F
3.0712,6.899,10.161,4.4465,18.165,21.948,15.782,9.398,29.669,26.217,0,0,0,0,F
1.303,5.7903,11.705,-4.7533,5.8481,8.0838,29.512,21.051,10.62,14.43,49.262,52.32,0,0,F
1.303,8.3419,11.705,4.2197,6.0452,23.709,27.792,20.564,11.403,38.329,34.135,0,0,0,F
1.2885,6.899,10.161,-3.0309,6.2422,8.4259,26.072,20.076,25.463,16.224,22.167,34.544,77.476,103.56,F
1.303,8.3419,11.705,4.2197,6.0452,23.709,16.215,8.6991,9.5682,26.264,0,0,0,0,F
1.2885,6.899,10.161,13.729,6.2422,8.4259,26.072,30.721,25.463,32.344,22.167,31.076,77.476,84.894,F
1.2885,4.9853,-2.6786,-3.0309,6.2422,21.948,26.072,20.076,12.186,16.164,34.077,0,0,0,F
1.303,5.7903,-4.3456,4.2197,19.955,23.709,6.8221,5.2709,20.397,0,0,0,0,0,F
1.303,5.7903,11.705,4.2197,6.0452,23.709,16.215,8.6991,19.657,38.329,0,0,0,0,F
1.2885,4.9853,10.161,6.2784,6.2422,8.4259,26.072,30.721,25.463,16.224,22.167,34.544,77.476,90.209,F
1.2885,6.899,-2.6786,4.4465,6.2422,8.4259,26.072,30.721,25.463,16.224,22.167,34.544,77.476,103.56,F
1.2885,4.9853,10.161,-3.0309,6.2422,21.948,26.072,20.076,12.186,37.277,0,0,0,0,F
3.0712,-2.2303,2.9453,14.604,9.4442,5.9974,7.4323,23.579,20.363,0,0,0,0,0,F
1.303,5.7903,11.705,4.2197,6.0452,23.709,16.215,8.6991,30.634,33.976,0,0,0,0,F
1.2885,4.9853,10.161,-4.7533,6.0452,8.2549,27.792,20.564,10.62,14.43,49.262,45.106,0,0,F
3.0712,6.899,-2.6786,4.4465,18.165,21.948,7.4323,9.398,32.258,37.277,46.993,51.221,0,0,F
1.303,5.7903,11.705,4.2197,6.0452,23.709,6.8221,5.2709,30.634,0,0,0,0,0,F
3.0712,-2.2303,2.9453,4.4465,18.165,12.304,7.4323,9.398,29.669,0,0,0,0,0,F
1.303,9.7848,13.248,3.9928,21.745,25.469,6.2119,4.2293,20.432,0,0,0,0,0,F
1.303,8.3419,-4.3456,4.2197,19.955,12.687,6.8221,24.456,20.397,0,0,0,0,0,F
3.0712,-2.2303,2.9453,4.4465,18.165,5.9974,18.627,0,0,0,0,0,0,0,F
1.2885,4.9853,10.161,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,90.209,F
1.2885,4.9853,10.161,4.4465,6.2422,8.4259,26.072,30.721,25.463,32.344,22.167,31.076,77.476,84.894,F
1.2885,6.899,-2.6786,-3.0309,6.2422,8.4259,26.072,30.721,25.463,16.224,23.841,44.968,0,0,F
1.2885,4.9853,6.8071,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,59.802,60.712,0,F
1.303,5.7903,11.705,-4.7533,6.0452,23.709,27.792,20.564,11.403,15.297,34.135,0,0,0,F
3.0712,-2.2303,2.9453,14.604,4.8878,0.90011,12.391,0,0,0,0,0,0,0,F
1.2885,4.9853,10.161,-3.0309,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,31.076,77.476,84.894,F
1.303,8.3419,2.6842,16.409,9.7808,5.4794,19.416,0,0,0,0,0,0,0,F
1.303,5.7903,11.705,6.478,6.0452,8.2549,27.792,20.564,11.403,15.297,48.128,0,0,0,F
1.303,5.7903,-4.3456,4.2197,19.955,23.709,16.215,5.2709,20.397,0,0,0,0,0,F
1.2885,5.7903,-4.3456,4.2197,6.0452,23.709,16.215,8.6991,30.634,26.264,0,0,0,0,F
1.2885,6.899,-2.6786,4.4465,6.2422,21.948,15.782,9.398,29.669,37.277,34.077,0,0,0,F
1.2885,4.9853,2.0242,13.729,8.4673,8.4259,11.128,30.721,36.172,32.344,22.167,59.802,60.712,0,F
1.2885,6.899,-2.6786,4.4465,18.165,12.304,15.782,9.398,29.669,26.217,40.773,0,0,0,F
3.0712,6.899,-2.6786,4.4465,18.165,12.304,7.4323,9.398,29.669,33.287,0,0,0,0,F
1.2885,4.9853,10.161,6.2784,6.2422,8.4259,11.128,30.721,36.172,32.344,22.167,44.06,77.476,90.209,F
3.0712,-2.2303,2.9453,14.604,9.4442,5.9974,18.627,15.888,0,0,0,0,0,0,F
3.9253,1.67,11.197,7.0531,4.8878,14.555,19.836,0,0,0,0,0,0,0,F
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.362,48.128,51.771,0,0,F
1.303,5.7903,-4.3456,4.2197,19.955,12.687,6.8221,5.2709,20.397,0,0,0,0,0,F
1.2885,6.899,10.161,4.4465,6.2422,8.4259,26.072,20.076,25.463,16.224,23.841,59.802,77.476,0,F
1.303,8.3419,13.248,3.9928,5.8481,25.469,16.649,8.0003,31.6,0,0,0,0,0,F
1.2885,4.9853,10.161,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,31.076,77.476,90.209,F
3.9253,3.5882,2.9453,14.604,18.165,21.948,15.782,9.398,12.186,37.277,0,0,0,0,F
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,14.532,36.172,42.846,41.333,31.076,77.476,84.894,F
1.2885,4.9853,10.161,13.729,8.4673,8.4259,26.072,30.721,25.463,16.224,23.841,44.968,0,0,F
-0.018854,6.899,2.9453,4.4465,18.165,21.948,26.072,20.076,25.463,16.224,22.167,34.544,77.476,90.209,F
1.303,5.7903,11.705,-6.4756,5.8481,8.0838,29.512,21.051,10.62,14.43,49.262,45.106,0,0,F
1.2885,4.9853,10.161,13.729,6.2422,8.4259,11.128,30.721,25.463,32.344,22.167,59.802,60.712,0,F
1.2885,4.9853,10.161,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,31.076,77.476,103.56,F
1.303,5.7903,11.705,4.2197,6.0452,23.709,6.8221,5.2709,20.397,0,0,0,0,0,F
1.2885,2.6584,10.161,4.4465,6.2422,21.948,26.072,20.076,12.186,16.164,46.993,0,0,0,F
1.2885,6.899,4.4982,4.4465,6.2422,21.948,15.782,9.398,29.669,0,0,0,0,0,F
1.2885,4.9853,10.161,13.729,6.2422,21.948,26.072,20.076,25.463,16.224,46.993,44.968,0,0,F
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.297,48.128,51.771,0,0,F
1.2885,4.9853,10.161,13.729,17.623,9.2546,11.128,30.721,36.172,32.344,41.333,31.076,50.069,84.894,F
3.9253,6.899,-2.6786,-3.0309,6.2422,8.4259,26.072,30.721,25.463,32.344,22.167,57.248,77.476,103.56,F
1.303,5.7903,11.705,4.2197,6.0452,23.709,16.215,8.6991,9.5682,26.264,0,0,0,0,F
1.303,5.7903,11.705,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,23.046,61.012,66.98,0,F
1.2885,6.899,2.9453,4.4465,6.2422,21.948,26.072,20.076,25.463,16.224,46.993,59.802,77.476,0,F
1.2885,6.899,-2.6786,-3.0309,6.2422,21.948,26.072,20.076,12.186,25.473,46.993,59.802,66.488,90.209,F
1.303,8.3419,11.705,3.9928,5.8481,25.469,16.649,8.0003,31.6,26.31,0,0,0,0,F
1.303,5.7903,11.705,15.358,6.0452,8.2549,10.979,32.392,26.008,15.362,21.232,61.012,60.79,0,F
1.2885,6.899,10.161,-3.0309,6.2422,21.948,26.072,20.076,12.186,16.224,46.993,59.802,66.488,0,F
1.2885,4.9853,10.161,6.3285,6.2422,21.948,15.782,9.398,32.258,37.277,0,0,0,0,F
1.2885,6.899,10.161,-3.0309,6.2422,8.4259,26.072,30.721,25.463,16.164,23.841,34.544,60.712,0,F
1.2885,4.9853,10.161,-3.0309,6.2422,21.948,26.072,20.076,25.463,16.224,23.841,59.802,38.841,90.209,F
1.2885,6.899,10.161,-3.0309,6.2422,8.4259,26.072,20.076,25.463,16.224,22.167,59.802,77.476,90.209,F
1.2885,6.899,10.161,-3.0309,6.2422,8.4259,26.072,20.076,12.186,16.224,23.841,59.802,66.488,0,F
3.9253,6.899,2.9453,4.4465,18.165,21.948,15.782,9.398,12.186,37.277,46.993,0,0,0,F
1.2885,6.899,10.161,4.4465,6.2422,21.948,15.782,20.076,12.186,16.164,46.993,0,0,0,F
1.303,8.3419,-4.3456,4.2197,6.0452,23.709,16.215,8.6991,30.634,0,0,0,0,0,F
1.303,5.7903,11.705,-4.7533,6.0452,23.709,27.792,20.564,9.5682,26.264,0,0,0,0,F
1.2885,4.9853,6.8071,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,90.209,F
1.303,8.3419,2.6842,18.213,21.745,4.9615,0.90134,26.209,0,0,0,0,0,0,F
1.303,5.7903,11.705,4.2197,6.0452,23.709,16.215,8.6991,9.5682,26.264,0,0,0,0,F
1.2885,2.6584,10.161,-3.0309,6.2422,8.4259,26.072,30.721,25.463,32.344,22.167,59.802,66.488,0,F
1.2885,6.899,2.9453,4.4465,6.2422,21.948,26.072,20.076,12.186,16.224,23.841,59.802,77.476,0,F
3.9253,1.67,5.2717,3.6289,11.797,0,0,0,0,0,0,0,0,0,F
1.2885,4.9853,6.8071,13.729,-3.1628,8.4259,11.128,14.532,36.172,32.344,41.333,31.076,77.476,84.894,F
1.2885,4.9853,10.161,13.729,6.2422,8.4259,26.072,20.076,25.463,16.224,23.841,59.802,66.488,0,F
1.303,2.6877,13.248,-6.4756,7.7624,8.0838,29.512,34.062,26.553,14.5,22.251,62.221,0,0,F
1.303,5.7903,11.705,3.9928,5.8481,25.469,16.649,8.0003,8.6185,26.31,0,0,0,0,F
1.303,8.3419,-4.3456,4.2197,19.955,12.687,16.215,5.2709,20.397,0,0,0,0,0,F
1.2885,4.9853,6.8071,-3.0309,6.2422,8.4259,26.072,20.076,12.186,16.224,23.841,44.968,0,0,F
1.2885,6.899,10.161,4.4465,6.2422,8.4259,26.072,30.721,25.463,32.344,22.167,34.544,77.476,84.894,F
3.0712,6.899,10.161,4.4465,18.165,21.948,15.782,9.398,12.186,16.224,46.993,59.802,0,0,F
3.9253,7.9106,3.085,3.9543,11.172,9.5985,0,0,0,0,0,0,0,0,F
1.303,8.3419,2.6842,16.409,9.7808,5.4794,19.416,0,0,0,0,0,0,0,F
1.2885,4.9853,10.161,13.729,6.2422,8.4259,26.072,20.076,25.463,16.224,46.993,51.221,0,0,F
1.2885,6.899,4.4982,4.4465,18.165,12.304,7.4323,15.888,0,0,0,0,0,0,F
1.303,5.7903,11.705,4.2197,6.0452,23.709,16.215,8.6991,30.634,26.264,0,0,0,0,F
1.303,8.3419,2.6842,4.2197,19.955,12.687,6.8221,5.2709,20.397,0,0,0,0,0,F
3.0712,2.8904,2.9453,14.604,9.4442,5.9974,18.627,23.359,0,0,0,0,0,0,F
1.2885,4.9853,2.9453,4.4465,6.2422,21.948,15.782,20.076,12.186,37.277,40.773,0,0,0,F
1.2885,6.899,10.161,-3.0309,6.2422,21.948,15.782,9.398,10.518,16.164,34.077,0,0,0,F
3.0712,6.899,2.9453,4.4465,18.165,12.304,7.4323,6.3125,29.669,33.287,0,0,0,0,F
1.303,8.3419,-4.3456,4.2197,19.955,12.687,2.0426,24.456,0,0,0,0,0,0,F
1.2885,4.9853,10.161,4.4465,6.2422,12.304,7.4323,15.888,0,0,0,0,0,0,F
1.2885,6.899,10.161,4.2197,6.0452,23.709,29.512,21.051,10.62,40.64,49.262,45.106,0,0,F
1.303,8.3419,11.705,4.2197,6.0452,23.709,16.215,8.6991,9.5682,26.264,0,0,0,0,F
3.0712,-2.2303,2.9453,4.4465,18.165,12.304,7.4323,23.579,0,0,0,0,0,0,F
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,47.396,61.012,66.98,0,F
1.303,5.7903,11.705,4.2197,6.0452,23.709,16.215,8.6991,30.634,26.264,0,0,0,0,F
1.2885,6.899,10.161,4.4465,18.165,21.948,15.782,9.398,12.186,16.164,46.993,44.968,66.488,0,F
1.303,8.3419,2.6842,3.9928,21.745,13.07,6.2119,25.332,0,0,0,0,0,0,F
1.303,8.3419,-4.3456,4.2197,19.955,23.709,16.215,8.6991,30.634,0,0,0,0,0,F
1.303,5.7903,13.248,-6.4756,5.8481,8.0838,29.512,34.062,26.553,14.5,22.251,45.106,0,0,F
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,21.232,61.012,60.79,0,F
1.2885,4.9853,6.8071,-3.0309,6.2422,8.4259,26.072,30.721,25.463,16.224,22.167,34.544,60.712,0,F
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.362,48.128,51.771,0,0,F
1.303,8.3419,-6.0126,3.9928,5.8481,25.469,16.649,8.0003,31.6,34.665,0,0,0,0,F
1.303,8.3419,2.6842,16.409,19.955,5.4794,19.416,0,0,0,0,0,0,0,F
3.0712,6.899,2.9453,4.4465,18.165,12.304,7.4323,6.3125,29.669,33.287,0,0,0,0,F
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,61.012,66.98,0,F
1.2885,2.6584,10.161,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,34.544,77.476,90.209,F
1.2885,6.899,10.161,4.4465,6.2422,21.948,26.072,20.076,12.186,37.277,46.993,51.221,0,0,F
1.303,5.7903,11.705,3.9928,5.8481,25.469,29.512,21.051,10.62,14.5,49.262,52.32,0,0,F
1.2885,6.899,10.161,-3.0309,6.2422,8.4259,26.072,20.076,12.186,16.164,46.993,0,0,0,F
1.303,8.3419,2.6842,16.409,9.7808,5.4794,19.416,0,0,0,0,0,0,0,F
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,38.329,34.135,0,0,0,F
1.2885,4.9853,6.8071,13.729,6.2422,8.4259,11.128,30.721,36.172,32.344,22.167,59.802,66.488,0,F
1.303,5.7903,11.705,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,21.232,61.012,66.98,0,F
1.2885,6.899,10.161,4.4465,18.165,21.948,15.782,9.398,29.669,0,0,0,0,0,F
3.0712,8.3419,2.6842,16.409,4.465,5.4794,12.4,0,0,0,0,0,0,0,F
3.0712,6.899,2.9453,4.4465,18.165,12.304,7.4323,23.579,0,0,0,0,0,0,F
1.2885,6.899,10.161,4.4465,6.2422,21.948,15.782,9.398,29.669,26.217,0,0,0,0,F
1.2885,4.9853,10.161,13.729,-3.1628,8.4259,11.128,30.721,36.172,32.344,22.167,59.802,60.712,0,F
1.303,5.7903,11.705,4.2197,6.0452,23.709,27.792,8.6991,11.403,38.329,41.389,0,0,0,F
1.303,5.7903,11.705,-4.7533,7.7202,8.2549,27.792,32.392,37.788,32.948,21.232,33.811,78.752,0,F
1.2885,6.899,-2.6786,4.4465,18.165,21.948,15.782,9.398,10.518,37.277,34.077,51.221,0,0,F
3.9253,1.67,12.999,7.3476,4.465,9.5949,0,0,0,0,0,0,0,0,F
3.9253,1.67,11.197,7.0531,4.8878,5.9974,18.627,0,0,0,0,0,0,0,F
3.0712,6.899,2.9453,4.4465,6.2422,21.948,15.782,20.076,12.186,16.164,46.993,0,0,0,F
1.303,5.7903,11.705,-4.7533,6.0452,23.709,27.792,20.564,11.403,38.329,34.135,0,0,0,F
3.0712,1.67,2.9453,14.604,9.4442,5.9974,12.391,0,0,0,0,0,0,0,F
1.2885,6.899,10.161,4.4465,18.165,12.304,15.782,23.579,20.363,0,0,0,0,0,F
-0.018854,1.3698,12.999,7.3476,4.465,15.259,0,0,0,0,0,0,0,0,F
3.9253,1.3698,12.999,7.3476,4.465,15.259,0,0,0,0,0,0,0,0,F
1.2885,6.899,2.9453,4.4465,6.2422,21.948,15.782,20.076,12.186,37.277,0,0,0,0,F
1.303,8.3419,-4.3456,4.2197,19.955,12.687,6.8221,5.2709,30.634,0,0,0,0,0,F
1.2885,4.9853,10.161,13.729,-3.1628,8.4259,11.128,14.532,36.172,16.224,22.167,59.802,0,0,F
1.303,5.7903,11.705,15.358,6.0452,8.2549,27.792,32.392,26.008,15.362,21.232,61.012,66.98,0,F
3.0712,-2.2303,2.9453,4.4465,18.165,12.304,7.4323,9.398,29.669,37.277,0,0,0,0,F
1.303,5.7903,11.705,6.478,6.0452,8.2549,27.792,20.564,11.403,15.362,48.128,61.012,66.98,0,F
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,11.403,15.297,48.128,0,0,0,F
1.2885,4.9853,10.161,-3.0309,6.2422,8.4259,26.072,30.721,25.463,16.224,23.841,59.802,66.488,0,F
3.0712,6.899,-2.6786,4.4465,6.2422,21.948,15.782,9.398,10.518,37.277,40.773,0,0,0,F
1.2885,2.6584,6.8071,13.729,17.623,-2.9231,11.128,30.721,36.172,32.344,22.167,31.076,77.476,84.894,F
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,20.564,26.008,15.362,48.128,45.037,0,0,F
1.2885,6.899,-4.3456,4.2197,6.0452,23.709,16.215,8.6991,19.657,26.264,0,0,0,0,F
1.303,5.7903,11.705,15.358,6.0452,8.2549,27.792,20.564,11.403,38.329,34.135,0,0,0,F
1.2885,6.899,10.161,13.729,6.2422,8.4259,26.072,30.721,25.463,16.224,22.167,34.544,77.476,103.56,F
3.0712,6.899,11.197,14.604,9.4442,5.9974,18.627,0,0,0,0,0,0,0,F
3.0712,1.3698,12.999,7.3476,4.465,9.5949,0,0,0,0,0,0,0,0,F
1.303,5.7903,-4.3456,4.2197,19.955,23.709,16.215,5.2709,20.397,0,0,0,0,0,F
1.2885,6.899,10.161,13.729,6.2422,8.4259,26.072,30.721,25.463,16.224,22.167,59.802,0,0,F
3.0712,-2.2303,2.9453,14.604,9.4442,5.9974,18.627,15.888,0,0,0,0,0,0,F
3.0712,-2.2303,2.9453,14.604,4.8878,14.555,0,0,0,0,0,0,0,0,F
1.303,9.7848,2.4232,18.213,10.117,4.9615,20.205,0,0,0,0,0,0,0,F
1.303,8.3419,-4.3456,4.2197,19.955,23.709,16.215,8.6991,30.634,33.976,0,0,0,0,F
1.303,6.5952,13.248,-6.4756,5.8481,25.469,16.649,8.0003,8.6185,26.31,0,0,0,0,F
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,25.463,32.344,22.167,34.544,77.476,90.209,F
1.303,5.7903,11.705,-4.7533,5.8481,8.0838,29.512,34.062,26.553,14.5,49.262,45.106,0,0,G
1.303,8.3419,-4.3456,6.478,6.0452,8.2549,27.792,21.051,10.62,14.43,49.262,0,0,0,G
1.303,5.7903,11.705,-4.7533,-4.9274,8.2549,10.979,32.392,26.008,15.362,47.396,61.012,60.79,0,G
1.303,8.3419,-6.0126,3.9928,5.8481,25.469,16.649,8.0003,8.6185,39.381,42.006,0,0,0,G
1.303,8.3419,11.705,-4.7533,5.8481,25.469,29.512,21.051,10.62,14.43,34.193,52.32,0,0,G
1.303,8.3419,11.705,4.2197,6.0452,23.709,29.512,21.051,10.62,14.43,49.262,52.32,0,0,G
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,61.012,0,0,G
1.303,8.3419,11.705,-4.7533,6.0452,25.469,29.512,21.051,10.62,14.43,34.193,0,0,0,G
1.303,8.3419,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,14.5,22.251,45.106,0,0,G
1.303,8.3419,11.705,-4.7533,6.0452,8.2549,27.792,34.062,26.553,14.5,49.262,45.106,0,0,G
1.303,5.7903,13.248,-6.4756,5.8481,8.0838,29.512,21.051,10.62,14.43,50.397,0,0,0,G
1.303,8.3419,11.705,-4.7533,6.0452,8.2549,27.792,34.062,26.553,14.5,22.251,62.221,0,0,G
1.303,8.3419,11.705,-4.7533,6.0452,8.0838,29.512,34.062,26.553,14.5,49.262,62.221,0,0,G
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,11.403,15.362,23.046,61.012,66.98,0,G
1.303,8.3419,11.705,-4.7533,7.7202,8.2549,27.792,34.062,26.553,14.5,22.251,45.106,0,0,G
1.303,5.7903,11.705,-4.7533,6.0452,8.0838,29.512,21.539,9.837,13.563,50.397,0,0,0,G
1.303,8.3419,11.705,6.478,6.0452,8.2549,27.792,21.051,10.62,14.43,49.262,52.32,0,0,G
1.303,8.3419,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,23.046,62.221,0,0,G
1.303,5.7903,11.705,-4.7533,8.6411,8.2549,10.979,32.392,26.008,32.948,21.232,33.811,78.752,0,G
1.303,8.3419,11.705,-4.7533,6.0452,8.2549,10.979,32.392,26.008,15.362,22.251,62.221,0,0,G
1.303,5.7903,11.705,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,47.396,61.012,60.79,0,G
1.303,8.3419,11.705,-4.7533,5.8481,8.0838,29.512,21.051,10.62,14.43,49.262,0,0,0,G
1.303,2.6877,11.705,-4.7533,8.6411,8.2549,27.792,32.392,26.008,15.362,47.396,61.012,60.79,0,G
1.303,8.3419,11.705,6.478,6.0452,23.709,29.512,21.051,10.62,13.563,42.622,0,0,0,G
1.2885,2.6584,10.161,13.729,-3.1628,-2.9231,11.128,14.532,36.172,42.846,41.333,31.076,50.069,103.56,G
1.303,8.3419,-4.3456,6.4179,6.0452,23.709,27.792,20.564,10.62,14.43,49.262,0,0,0,G
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,47.396,61.012,66.98,0,G
1.303,8.3419,11.705,-4.7533,6.0452,23.709,27.792,21.051,10.62,39.381,42.006,0,0,0,G
1.303,5.7903,11.705,15.358,-4.9274,8.2549,10.979,32.392,26.008,15.362,23.046,61.012,60.79,0,G
1.303,8.3419,11.705,6.478,5.8481,25.469,29.512,21.051,10.62,40.64,22.251,45.106,0,0,G
1.303,2.6877,11.705,-4.7533,8.6411,8.2549,10.979,32.392,37.788,32.948,21.232,33.811,78.752,0,G
1.303,9.7848,13.248,-6.4756,7.7624,8.0838,29.512,21.051,10.62,14.43,49.262,0,0,0,G
1.2885,2.6584,6.8071,13.729,-3.1628,8.4259,11.128,30.721,26.008,15.362,33.243,33.811,60.79,0,G
1.303,5.7903,11.705,15.358,-4.9274,8.2549,10.979,32.392,37.788,32.948,21.232,33.811,60.79,0,G
1.303,8.3419,-4.3456,4.2197,6.0452,25.469,16.649,21.051,10.62,14.43,49.262,52.32,0,0,G
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,15.362,21.232,33.811,78.752,0,G
1.303,8.3419,11.705,-4.7533,6.0452,8.2549,27.792,34.062,26.553,14.5,22.251,62.221,0,0,G
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,27.792,32.392,26.008,14.5,22.251,45.106,0,0,G
1.303,5.7903,11.705,-4.7533,6.0452,8.2549,10.979,32.392,26.008,32.948,21.232,33.811,78.752,0,G
