rank,attr_1,attr_2,attr_3,attr_4,attr_5,attr_6,attr_7,attr_8,attr_9,attr_10,attr_11,attr_12,attr_13,attr_14,attr_15,attr_16,attr_17,attr_18,attr_19,attr_20,attr_21,attr_22,attr_23,attr_24,attr_25,attr_26,attr_27,attr_28,attr_29,attr_30,attr_31,attr_32,attr_33,attr_34,attr_35,attr_36,attr_37,attr_38,attr_39,attr_40,attr_41,attr_42,attr_43,attr_44,attr_45,attr_46,attr_47,attr_48,attr_49,attr_50,attr_51,attr_52,attr_53,attr_54,attr_55,attr_56,attr_57,attr_58,attr_59,attr_60,attr_61,attr_62,attr_63,attr_64,attr_65,attr_66,attr_67,attr_68,attr_69,attr_70,attr_71,attr_72,attr_73,attr_74,attr_75,attr_76,attr_77,attr_78,attr_79,attr_80,attr_81,class
1569,33.056,38.056,56.944,92.5,95,96.389,96.111,94.444,80.556,38.056,61.389,92.5,95.278,96.667,96.111,95.556,96.111,92.5,69.167,93.611,95.833,96.667,96.389,96.667,96.389,95.833,92.778,90.833,95.278,96.667,96.667,96.667,96.667,96.667,95.556,93.611,94.444,95.833,96.667,97.222,96.667,96.389,96.389,95.833,93.611,94.444,95.833,95.833,96.389,96.667,96.944,95.833,95.833,93.056,93.889,95.278,95.556,95.556,96.389,95.833,93.611,85,52.222,92.5,95.833,96.111,95.833,96.111,95.556,90.556,48.333,41.667,77.222,94.167,95.833,95.833,93.333,61.944,45.278,40.556,36.111,B
1570,83.056,80.833,80,76.944,74.167,71.389,68.889,64.444,59.722,77.5,79.167,78.056,75,70,66.667,62.222,56.667,49.444,83.056,79.722,75.278,72.222,67.778,61.944,56.111,51.111,44.444,81.111,79.444,76.389,73.056,67.5,60.278,53.333,48.611,42.778,83.056,82.222,80,79.167,70.833,59.722,51.667,46.667,41.667,89.722,92.5,92.222,94.444,91.389,65.278,52.5,46.111,40.278,93.056,95.556,96.111,95.278,94.167,80.278,50,44.167,39.722,75,93.889,95.278,94.722,91.111,55,46.944,41.111,35.833,84.444,91.389,89.167,84.444,74.167,49.444,40,35.278,31.389,A
1571,53.611,91.111,96.389,96.944,97.222,97.222,96.389,93.056,60.556,85.833,94.722,96.667,96.389,95.556,96.667,97.222,95.278,90.833,88.889,94.167,96.111,95,95.833,95.556,95.833,95.833,93.611,94.722,94.722,95.556,95.833,96.389,95.278,95.278,95.833,93.333,95,94.722,95.278,96.111,96.667,95.278,95.556,96.111,93.333,95,95,95.556,96.111,96.667,95.556,95.278,95.833,93.056,94.167,95,95.556,95.278,96.111,96.111,95.833,95.833,93.611,91.111,95.278,96.389,96.111,95.556,96.111,96.111,95,90.556,75,94.444,96.389,96.667,96.667,96.389,95.833,91.111,44.167,B
1572,35.833,53.056,93.056,85.833,86.667,86.389,85.556,93.611,61.667,46.389,91.667,84.167,85.278,84.444,84.722,85.278,83.889,89.167,85.833,82.778,84.167,83.056,83.056,83.333,83.611,83.333,88.611,91.944,81.667,81.667,80.278,79.444,80.556,81.944,83.056,82.222,83.056,80.556,78.333,78.611,77.222,76.667,78.056,79.444,80.278,81.944,78.056,75.278,75.556,73.333,73.056,75,77.5,78.889,81.389,76.111,72.222,71.944,69.444,69.444,71.944,75.278,78.056,81.389,74.167,68.333,66.944,64.167,64.444,67.778,73.056,77.5,88.889,71.944,63.056,60,57.778,58.333,61.944,69.722,79.167,C
1573,28.333,30,33.333,36.111,39.167,44.444,66.944,92.778,92.5,31.389,33.333,36.389,40,44.444,50,85.556,94.167,93.889,34.444,36.667,39.167,43.611,48.333,53.333,84.444,91.944,92.778,36.944,39.167,41.944,46.667,51.389,55.556,82.222,90,91.111,39.444,41.944,45,50,54.444,58.333,80.833,88.889,88.333,41.944,45.556,48.611,54.167,57.5,60.833,86.111,90.278,89.167,45,49.167,53.333,58.333,60.556,63.611,87.5,91.389,93.056,50,55.278,58.889,62.5,64.722,67.222,90.833,93.889,93.611,59.167,63.056,65.556,67.222,69.444,71.111,91.667,95.278,93.889,D
1574,77.222,94.167,96.111,95,91.944,91.389,88.889,90.833,44.444,92.5,95.278,95.278,90,88.333,88.333,88.056,86.667,78.889,89.722,94.722,84.722,83.611,84.722,85.556,86.389,85,59.722,60.556,70,77.222,81.389,84.444,87.222,90,78.611,60.833,56.667,67.5,74.722,80,89.167,94.444,95,92.222,70.833,54.722,66.389,74.167,79.444,83.056,88.611,91.111,91.944,91.111,55.833,70.833,77.222,81.389,83.333,84.444,86.944,89.444,90,64.167,92.5,82.778,82.778,84.167,84.167,85,86.667,87.5,63.333,92.5,91.667,89.167,88.611,88.333,88.611,88.611,87.222,E
1575,90.278,94.167,94.722,86.944,58.056,55.278,54.167,56.389,63.889,94.722,94.722,93.889,93.889,71.389,63.333,63.611,66.111,70,94.167,93.889,92.222,93.056,79.444,71.667,71.389,72.778,74.722,93.333,95.278,94.722,89.444,82.222,78.056,76.667,76.667,83.611,58.611,93.056,95.833,88.333,84.167,81.667,79.167,85.556,61.111,46.667,54.722,61.944,68.056,76.667,83.889,89.167,71.111,58.056,41.389,47.5,55.833,62.778,79.722,92.222,94.167,89.722,58.889,36.389,43.333,50.278,59.167,89.722,94.722,94.444,92.5,77.778,31.667,38.056,43.333,55,89.722,93.889,93.333,92.222,77.222,F
1576,66.944,61.389,60,93.333,95.278,93.889,80,38.333,33.333,90.833,71.944,73.889,93.889,94.167,94.444,88.889,46.111,38.333,63.611,79.444,81.389,95,93.889,93.889,80,51.389,43.333,59.444,70.556,92.5,88.889,95,91.111,66.667,55,46.667,58.333,88.333,80,79.167,88.889,73.056,65,56.389,49.722,68.889,75.556,75.556,75.278,74.722,72.222,65.833,59.167,53.333,87.778,71.667,71.389,71.389,73.056,83.056,68.889,63.611,57.222,73.333,65.833,64.167,65.278,69.167,83.611,71.111,68.333,64.722,65.833,54.444,54.444,57.5,64.167,81.667,72.778,71.389,72.5,G
1577,37.778,55.833,88.333,80,76.389,65.556,48.333,38.333,33.056,71.111,83.889,82.222,77.778,70,61.667,51.944,43.333,36.944,85.278,84.167,82.222,77.778,71.111,61.389,53.611,46.667,40.278,84.167,85.556,83.611,80.278,76.389,70.278,55.278,49.444,43.333,89.722,95.833,96.667,96.667,96.111,93.333,58.333,52.778,47.222,75,89.722,88.333,86.667,83.056,76.111,60.278,55,48.889,85.833,86.667,85.556,82.778,78.889,71.944,62.222,57.222,50.556,85.556,86.111,83.889,81.667,78.056,71.944,65,60.833,54.444,84.167,85.556,83.611,81.667,78.056,74.722,69.167,66.389,61.389,H
1578,88.333,94.722,94.722,93.333,83.889,46.389,40.833,36.667,32.222,92.222,94.722,94.444,95.278,88.611,60.833,47.222,41.667,37.222,71.389,89.722,93.889,86.111,83.889,64.444,55,47.778,42.222,59.167,70.833,76.389,81.111,80,66.944,60.556,54.444,47.778,60.556,68.889,78.889,88.611,77.5,70.556,65,62.222,58.611,64.444,85.556,85.833,81.389,76.667,71.111,69.722,67.778,69.722,88.611,85.833,83.889,81.389,79.167,75.833,75.278,75.556,77.222,85,85.556,84.167,81.944,81.111,78.333,77.778,79.444,78.611,85,85,84.444,83.056,82.5,81.389,81.111,82.5,90,I
1579,61.389,84.444,73.611,57.5,50.833,47.5,45.278,41.389,37.5,71.111,79.167,72.222,63.333,58.333,55.278,51.944,49.167,46.389,84.167,77.778,73.333,67.5,63.056,60.556,57.222,57.5,58.889,80.278,78.889,75.278,75.833,95.556,95,95.833,94.167,64.444,79.444,80,77.778,81.389,89.722,90.278,75.833,59.444,53.056,81.389,81.944,81.667,85.278,88.611,92.222,77.778,54.167,46.944,80.833,85,86.389,88.056,89.722,91.944,59.722,49.444,42.5,90.278,86.667,88.056,89.167,90.278,88.889,51.667,44.444,38.333,74.167,86.667,90,90.556,90.556,79.167,45.833,39.444,34.444,J
1580,48.333,92.222,85.833,85.278,85.278,85,84.722,90,44.444,88.056,84.167,83.056,83.611,82.778,84.444,83.056,81.944,78.333,82.5,83.889,83.333,82.778,80.278,80.278,80,81.111,85.278,82.778,82.778,80.833,80,80.833,79.444,78.056,79.722,86.389,81.111,81.667,80.278,79.167,78.333,77.222,76.389,77.222,75.833,84.444,81.667,79.167,76.944,76.111,74.167,73.611,74.444,75.278,92.5,83.056,79.722,75.833,73.889,70.556,69.722,70.833,72.5,92.778,83.056,78.889,73.889,69.167,65,64.444,65,68.889,61.944,84.444,80,70,60.833,55.833,54.722,55.278,59.722,C
1581,85.556,78.611,76.111,73.056,70.833,68.889,65.833,63.333,58.889,81.111,78.889,73.611,70.556,67.222,63.333,60,56.667,49.722,85.556,81.389,74.444,68.333,64.722,60.556,56.389,52.222,46.389,69.722,86.944,82.222,66.667,62.778,58.889,54.167,49.722,44.167,62.222,85.556,90.556,65.833,61.111,55.833,51.944,47.222,42.222,66.667,76.111,70.556,64.167,57.778,52.5,48.056,42.778,38.611,74.722,76.667,72.222,63.889,55,48.611,43.889,39.167,35.556,78.889,80,77.5,69.167,52.222,44.722,39.722,36.389,31.944,80.556,82.222,84.167,88.056,48.056,41.389,36.111,32.5,30.556,A
1582,32.778,41.667,72.778,90.556,91.111,87.5,76.944,51.944,42.222,39.167,68.889,93.333,93.056,95,95.833,96.111,94.444,84.722,46.944,90.278,92.5,93.611,93.889,94.444,95,95.278,94.167,76.111,89.722,92.222,92.5,91.667,92.222,93.056,91.944,93.056,92.222,92.5,92.5,92.5,91.389,91.944,91.111,90.833,88.056,93.333,93.056,93.056,92.5,91.389,91.389,90,89.444,86.944,93.333,91.667,92.778,93.333,91.667,91.944,91.389,90.833,90.556,89.167,91.667,93.611,93.333,93.333,94.444,95.278,95.556,94.167,51.667,90.278,94.444,95.556,95.278,96.389,96.389,95,91.111,B
1583,36.389,56.944,93.056,85.278,85.833,84.722,93.889,80.556,35.278,59.722,84.167,84.167,81.944,81.944,81.667,81.111,88.611,42.5,89.722,85.833,83.333,80.833,79.167,79.167,78.611,75.833,48.611,84.722,85,81.389,80.556,76.389,76.389,75.833,76.389,77.222,86.389,83.611,80,78.889,75.278,73.611,71.944,73.889,77.5,86.667,85.278,81.111,75.278,70,68.889,69.167,69.722,76.667,72.5,91.111,83.056,72.222,66.389,64.722,64.167,65.833,75.556,41.111,87.778,91.111,64.722,59.167,57.5,60,62.222,66.389,30.278,36.111,45.278,48.056,50.278,51.111,54.167,56.667,61.389,C
1584,28.889,31.111,33.611,38.056,45.278,85.833,94.444,94.722,92.222,32.778,33.611,38.333,43.889,49.444,87.778,91.667,92.222,91.667,35.833,37.5,41.111,47.5,53.056,86.667,87.5,89.167,87.222,38.889,40,45,50.556,57.222,81.111,87.778,85,82.778,41.389,43.333,47.778,53.056,57.778,66.667,78.889,83.056,83.056,43.333,44.722,50.278,55,60.556,67.222,75.833,81.944,83.889,44.444,48.333,55.556,60.833,65.556,71.389,76.111,79.722,80.833,50,56.667,63.056,66.389,70,72.5,75.833,89.722,57.222,76.667,68.611,68.333,69.722,93.611,94.167,63.056,42.778,36.667,D
1585,40,60,94.167,96.111,96.667,87.222,88.611,94.167,95.278,87.778,93.611,79.167,80,81.111,82.778,85.278,86.389,86.667,62.222,70.556,74.444,77.5,81.389,82.778,86.111,86.944,88.333,55.278,64.167,69.722,76.667,83.333,86.944,89.444,91.111,90,53.889,61.944,70.556,83.889,88.056,90.278,90.833,92.778,84.167,53.611,61.389,77.222,95,96.944,96.944,96.944,96.667,94.167,54.444,60,66.389,79.167,83.333,85.556,87.778,89.444,89.444,55.833,61.389,67.5,73.611,79.722,82.5,85.556,87.5,88.333,58.611,65.833,71.389,75.278,80.278,83.056,86.667,88.333,88.333,E
1586,89.722,93.333,94.444,87.778,61.944,53.889,52.5,53.333,56.944,91.667,90,85.556,79.722,70.278,64.722,61.944,63.056,66.389,88.056,86.667,84.444,80,75.556,71.667,70,70.833,71.111,47.222,91.111,83.333,81.389,77.5,76.667,75.556,75,84.722,41.944,49.722,77.222,93.611,80.833,79.167,77.778,82.778,65.556,38.889,44.722,50.556,56.667,62.5,69.444,91.389,83.889,66.667,35.556,40.833,45.556,51.389,56.667,63.889,86.111,92.778,89.167,33.333,36.667,40.278,46.389,51.667,58.889,90.556,93.889,93.333,31.667,33.333,35.556,40.833,45.556,54.444,90.278,93.056,93.333,F
1587,69.167,90.278,68.333,63.333,94.167,81.944,69.167,66.944,76.111,61.389,67.778,77.5,89.722,94.722,82.222,78.611,78.611,81.111,57.222,64.167,70.278,88.333,87.778,84.444,82.5,82.222,82.5,56.389,63.333,70,81.667,87.222,87.222,85.833,94.722,90,56.111,63.333,72.222,88.611,92.5,86.667,82.778,77.222,66.389,56.111,68.611,91.667,93.056,86.667,84.444,80.833,75,66.667,59.444,91.389,95,94.722,90.278,83.333,81.111,75.556,69.722,87.222,95.278,96.111,95.278,94.444,87.5,81.667,78.889,76.111,88.889,94.444,95.278,92.5,68.333,60,61.667,64.444,49.167,G
1588,87.222,90.833,93.889,79.167,48.333,41.111,35.833,32.778,29.722,84.167,82.5,80.278,64.444,53.056,45,39.444,35.833,31.667,84.167,79.722,70.278,62.5,55.278,49.167,43.056,39.444,34.722,83.333,81.111,75.556,69.444,59.167,53.611,48.056,43.611,39.167,89.167,94.722,94.444,90,62.778,58.611,54.444,49.444,44.167,74.167,86.667,85,76.667,64.167,61.389,56.667,51.944,46.389,84.444,84.722,80.278,73.889,65.556,63.333,59.722,56.389,50.278,84.167,81.389,76.667,73.611,68.611,65.833,63.056,61.389,58.056,83.056,79.444,75.833,73.611,70.833,68.611,67.5,68.611,92.222,H
1589,42.5,88.333,94.722,95.278,95,94.722,95.833,93.056,89.167,87.778,94.167,95.278,95,95,95.278,92.778,92.778,90.833,92.5,94.722,95,96.111,93.611,92.222,91.667,91.667,83.056,93.889,95.556,96.389,92.222,91.667,92.222,91.389,80.278,61.944,75.833,84.167,88.056,91.111,92.222,93.333,87.222,79.444,65.278,74.444,84.722,92.5,94.444,90.556,88.889,88.333,91.667,91.111,93.056,92.778,91.667,91.389,91.389,88.889,91.111,94.167,92.222,91.667,90.556,88.889,90.278,90.556,89.722,91.944,93.889,92.5,91.389,91.389,90.278,91.389,92.222,91.944,93.333,93.889,92.5,I
1590,35.278,72.5,86.389,85.278,57.222,47.222,41.944,37.5,33.333,45.556,81.944,80.833,73.056,61.944,53.889,48.333,43.333,37.5,81.111,81.944,78.611,71.944,65.278,59.722,55,48.889,43.889,80.556,80.556,77.222,72.778,68.056,64.444,61.111,57.222,52.778,82.778,83.056,83.611,96.389,96.111,96.389,97.222,96.667,95.556,84.444,85.278,88.056,92.778,92.778,90.833,71.667,64.444,57.778,86.111,88.056,90.556,92.222,92.5,90.556,78.889,58.333,49.722,87.222,90,90.556,92.222,91.944,91.389,77.5,53.333,43.889,89.722,92.778,92.5,90.833,91.389,92.778,78.333,45.833,37.5,J
1591,27.222,30.556,33.333,35.556,38.889,42.222,47.778,73.889,90.833,31.111,33.611,37.222,40.278,45,48.333,55.278,87.222,92.5,35.278,37.5,41.667,45.556,49.167,53.333,60,88.889,91.667,38.611,41.111,45.556,49.722,53.333,57.778,71.389,89.444,91.111,43.611,46.944,50.556,53.611,56.944,60.833,71.667,89.167,87.778,51.944,53.889,55.556,58.611,60.278,63.611,75,90,91.667,60.556,59.167,60.278,62.5,65,66.389,77.5,93.889,92.5,73.889,69.444,66.944,67.5,68.056,70.278,75,92.778,90,81.111,76.111,73.889,73.889,73.333,74.167,81.944,92.778,78.889,D
1592,77.5,76.111,71.389,69.722,67.5,66.111,62.778,59.722,55,76.389,73.889,69.444,67.5,64.444,61.389,57.222,53.611,48.333,77.5,74.167,69.444,65.278,62.778,58.333,53.889,49.444,43.611,81.389,79.167,73.056,63.611,59.167,55.278,50.556,45.556,39.444,81.667,84.167,82.5,70,60.278,55.278,49.444,43.889,37.5,66.944,92.778,92.5,79.444,61.667,56.111,48.889,43.056,38.611,62.778,91.944,93.333,84.444,61.111,52.222,45.556,40,36.944,81.667,86.111,81.111,71.111,60,46.111,40.278,36.111,32.778,84.444,83.056,80,78.611,69.722,39.444,36.667,33.056,29.722,A
1593,39.167,74.444,93.889,95.278,94.167,89.722,55.833,42.222,35.556,75.556,94.167,96.389,96.389,96.111,96.111,94.444,84.722,43.333,92.222,95.278,96.111,96.111,95.833,96.667,95.556,93.056,65.833,93.611,94.722,95.278,95.833,96.111,95.833,95.278,95.278,91.667,94.722,94.167,93.889,95.833,94.722,93.333,94.444,95.278,93.056,94.722,94.444,94.167,95.278,95.556,93.889,94.444,94.444,92.778,94.167,94.722,94.722,95.278,96.389,94.722,94.722,95,93.333,90.556,94.722,95.556,95.278,94.444,96.111,95.278,94.444,89.722,77.222,94.444,96.389,95.833,96.111,96.667,95.278,90.556,43.611,B
1594,33.333,40.556,57.222,93.333,88.611,89.167,88.333,95,86.111,39.167,61.389,92.778,87.5,88.056,87.222,87.5,87.778,92.778,56.111,91.944,86.111,85.556,86.111,84.722,86.944,86.667,85.556,92.5,85.833,85.278,84.167,84.167,83.056,83.889,84.722,84.722,95,85.556,83.611,82.778,81.389,80.556,80.556,82.222,82.222,87.778,83.889,80.833,80,77.5,76.667,77.5,79.444,80.556,87.778,83.611,78.611,77.5,74.722,73.611,74.444,77.222,79.444,89.722,85,78.889,74.722,71.944,69.444,71.389,76.111,79.167,93.056,93.611,83.056,71.111,66.389,63.611,66.111,71.667,80.556,C
1595,29.722,32.5,35.278,40,52.222,92.778,94.722,93.889,80,32.778,36.111,40.833,47.222,85.833,94.722,96.111,94.722,89.444,35.556,40.278,45.278,51.944,66.944,93.333,94.722,94.444,91.667,38.889,43.889,49.444,56.389,65.556,91.111,95.278,95,93.611,42.5,47.778,53.333,60,66.667,89.167,95.278,96.111,95,45.278,50.556,56.111,61.389,67.778,74.444,86.389,93.333,91.389,48.889,54.444,59.444,63.889,68.611,72.222,79.167,85.833,87.778,56.389,61.667,65,67.778,72.222,74.167,79.444,81.944,84.722,94.444,96.667,96.944,97.778,97.778,97.5,97.5,91.667,92.5,D
1596,37.5,73.889,93.333,86.667,85,84.722,86.111,86.944,86.667,46.389,58.611,73.889,79.167,81.389,82.5,84.722,85.833,86.389,48.889,57.778,67.5,75.833,80,81.944,85,87.778,89.167,51.389,60,67.5,74.167,78.333,83.889,88.333,91.667,80.833,54.167,62.222,68.889,74.444,93.333,95.833,96.667,96.389,95,58.889,64.167,69.444,74.167,85.833,88.889,91.111,92.222,92.222,68.333,70.278,72.222,75.833,78.611,83.889,86.944,88.611,89.444,88.889,76.944,76.111,78.056,78.611,81.667,84.722,87.222,87.5,93.611,85,83.333,83.333,83.889,84.444,86.944,87.5,86.944,E
1597,91.944,91.944,78.611,61.667,55,51.944,50.833,51.389,59.444,87.778,82.222,73.611,67.222,63.889,60,60.556,64.444,75.833,85,81.389,76.389,72.5,69.722,66.667,67.778,71.389,76.389,91.944,82.5,80.278,77.778,75.833,74.722,75,77.222,91.667,58.333,77.778,94.444,79.722,78.889,77.222,92.5,63.889,52.778,53.889,62.778,72.5,89.167,91.944,71.667,62.222,54.444,46.667,50.556,60.556,74.444,91.111,90,73.056,57.5,47.5,41.944,47.778,61.667,92.222,94.722,93.333,83.611,50.833,43.333,36.944,42.778,68.333,93.056,94.167,92.778,83.889,43.056,37.778,33.333,F
1598,57.5,85.556,60.556,56.389,56.111,58.333,68.611,93.333,91.111,51.944,64.722,88.889,65.556,65.278,69.722,95.278,96.111,93.611,52.778,61.944,68.889,90.833,80.833,96.667,96.389,95,85.556,52.778,60.278,68.611,89.167,78.333,79.167,80.278,88.889,80.278,53.056,59.444,88.056,75,74.444,76.389,77.778,79.722,89.722,53.056,73.889,73.056,73.056,70.556,72.222,74.444,77.222,88.611,55.833,88.611,70.833,69.444,66.944,68.056,70.278,74.167,88.889,73.889,71.389,67.222,64.722,62.778,63.889,65,67.222,88.056,90.556,67.778,60.556,58.611,57.222,57.5,58.611,61.111,88.889,G
1599,85.833,93.611,95.278,91.667,55.833,43.611,37.222,33.056,30.278,86.111,86.667,85.278,79.722,57.222,48.889,41.111,36.389,32.778,86.944,85,78.611,70.556,58.056,51.389,44.167,40.278,35,85.833,83.333,78.333,74.444,65.556,53.889,47.778,43.889,38.611,85.278,84.722,83.333,88.889,93.611,79.722,53.889,49.167,43.611,77.778,89.167,95,94.722,87.5,69.444,57.778,52.778,46.944,70,87.5,87.5,84.722,78.333,68.333,60.278,56.111,49.722,85,87.222,84.722,80.833,75,70.556,64.722,60.556,55.556,86.111,85.556,82.778,80.833,76.667,71.944,68.889,66.667,63.056,H
1600,35,86.944,95.278,97.222,97.5,94.722,93.056,91.667,91.667,47.5,76.667,93.611,95,89.722,87.778,88.611,89.167,88.333,51.667,63.889,73.056,79.167,82.222,83.889,86.389,86.944,88.333,53.333,62.222,70.556,76.667,80.556,83.333,86.389,88.611,88.611,55.556,65.278,72.5,78.889,83.333,86.111,88.333,88.611,90.278,61.111,70.833,90.833,94.722,93.056,91.944,89.167,82.5,74.167,89.722,93.889,92.778,92.5,91.111,88.889,85.833,82.222,75.278,90.833,90,89.722,90,88.611,85.833,85.278,85,89.722,90,90.278,90.278,90.833,90.556,88.889,89.444,91.944,93.333,I
1601,82.222,57.778,49.722,47.222,45,42.778,38.333,35.833,29.722,71.667,62.5,54.167,51.389,48.889,46.944,43.889,41.111,35.833,68.333,62.778,58.333,56.389,54.167,52.5,50.833,50.556,48.889,69.722,65.833,63.056,64.722,71.389,93.333,95.556,96.111,95,72.222,71.667,68.611,71.667,78.333,89.722,82.778,65.278,58.056,76.111,75.278,73.333,76.667,81.944,87.5,85.556,59.722,51.111,78.333,78.611,78.611,81.667,83.611,86.944,85,53.333,44.722,87.222,81.667,82.5,83.889,86.111,89.167,88.611,48.889,41.111,65.556,93.333,85.278,86.667,88.056,88.611,80,42.5,36.389,J
1602,71.667,73.611,75.556,77.778,79.444,81.111,83.056,84.167,89.167,61.667,66.944,71.389,75.278,77.5,78.889,80.833,81.667,83.056,56.389,62.222,67.778,72.778,76.389,78.056,80.833,85,87.222,52.5,61.111,67.5,71.944,76.667,84.167,87.5,88.611,78.333,51.111,58.333,65.833,74.167,81.111,93.056,89.722,86.944,79.444,49.167,57.778,66.111,72.222,76.389,84.444,87.778,88.056,91.667,52.5,66.389,73.611,76.944,77.778,78.333,81.111,82.222,80.833,54.167,89.722,92.5,92.778,86.667,82.778,81.667,80.556,78.056,62.222,91.111,91.667,91.667,90.556,86.111,83.611,81.111,77.778,E
1603,85.833,86.667,86.667,85.556,83.056,80,77.778,75.556,72.222,86.944,88.056,86.667,84.444,81.944,77.5,72.222,68.056,62.222,87.222,87.222,86.111,85,81.944,76.944,70.278,65.278,57.5,88.333,88.889,87.778,86.944,84.444,80,72.222,62.5,55,90,89.722,90.556,90.556,93.611,93.056,81.667,61.944,54.722,68.333,94.444,96.111,96.667,96.667,95.556,90.556,63.611,55.556,60.278,83.056,90.556,90.833,88.333,83.889,72.778,64.167,53.889,65.278,88.333,89.444,87.778,85.556,80,75.278,69.444,56.389,85.833,89.444,88.889,87.5,85,84.444,95.278,92.778,79.167,A
1604,35,48.056,89.722,95,95.833,95.833,96.111,94.722,84.722,44.444,90,93.611,94.444,95.833,94.167,95.278,94.167,92.778,74.722,91.667,93.056,92.778,93.056,93.611,93.611,93.611,93.611,91.667,92.778,93.333,93.056,92.222,92.222,92.5,92.222,92.778,94.444,93.611,93.056,94.444,93.056,92.5,91.944,93.056,90,93.889,93.056,93.056,93.611,91.944,91.111,91.944,92.222,92.222,93.333,92.5,92.778,94.167,94.444,93.611,94.167,93.889,92.5,91.111,93.889,94.444,95,95,95,94.167,93.611,87.222,88.889,94.722,95.278,94.444,95,95.556,94.167,85.556,40.556,B
1605,36.944,87.778,89.722,90.556,90,90.556,90.833,89.167,79.444,49.722,85.556,88.056,87.222,86.944,87.222,88.611,88.056,88.889,72.5,86.111,87.5,85.833,86.667,85.833,86.111,87.222,86.944,85.833,84.722,85,84.444,83.333,84.444,85.556,87.5,86.667,88.611,84.444,82.5,82.778,81.667,81.389,81.944,84.444,85.556,90.556,86.111,81.111,81.111,79.444,79.722,79.444,82.5,82.222,89.167,84.444,80,78.611,77.222,76.944,79.444,84.444,86.111,90.833,86.667,79.444,74.444,72.222,74.444,81.389,88.611,91.389,92.222,90.833,89.722,70.833,66.944,68.889,88.333,93.056,91.111,C
1606,27.5,30,33.056,36.111,38.889,44.444,66.667,92.222,90.278,30.556,32.5,35.556,39.444,44.167,48.889,67.222,92.222,91.667,33.889,35.556,38.889,43.333,48.056,52.5,67.5,91.111,91.667,36.944,38.889,43.333,46.944,50.833,55.833,61.944,87.5,88.889,39.444,41.389,46.389,50.556,54.444,59.444,63.889,83.056,90.278,41.111,45,49.444,53.889,56.944,61.944,66.389,72.222,88.889,43.333,48.611,52.778,57.5,61.111,63.889,67.778,71.111,85.556,47.5,53.889,58.333,60.556,63.889,66.111,69.167,72.5,74.444,57.5,60,62.222,65.833,67.5,69.167,71.111,73.056,84.167,D
1607,69.444,74.167,93.611,96.111,85.556,85.278,85.556,90.278,89.444,59.722,67.778,72.778,76.389,79.444,81.389,85,85.556,84.444,56.944,65,70.833,74.444,77.778,80.833,82.778,84.167,83.333,57.5,64.167,70.278,75.278,78.056,82.222,85,86.111,86.111,59.167,65.833,71.944,76.944,80.278,91.667,94.722,94.722,86.389,61.944,68.056,73.611,76.944,79.722,83.611,90,92.5,92.5,71.111,74.167,77.222,79.722,80.556,81.944,83.889,86.667,88.056,92.222,91.944,82.778,83.333,84.444,83.611,84.444,85.556,85.556,91.111,91.111,88.611,87.778,86.944,86.667,85,91.667,83.333,E
1608,92.222,94.722,93.889,85.833,57.222,52.5,48.889,46.389,42.222,91.111,89.444,83.889,75.556,64.722,57.5,55.278,53.333,51.111,86.667,84.722,80.556,75,69.167,64.167,63.056,62.778,66.389,65,92.5,81.389,78.333,73.889,71.667,71.389,72.222,89.167,55.278,65,77.778,92.778,77.222,80,93.333,74.167,59.722,51.944,61.944,70.833,83.333,94.167,94.722,91.667,75.556,55.556,48.056,60.833,76.111,93.333,95,94.722,95,92.222,52.5,45.833,68.333,90.833,95,95,93.889,94.444,92.5,45,40.278,86.111,94.444,95.556,94.444,94.167,92.222,56.389,34.167,F
1609,77.778,77.5,85.556,62.778,63.889,93.056,95,95.278,93.333,66.389,72.778,76.667,75.833,75.278,93.611,94.444,93.611,94.167,60.278,69.167,74.444,85,91.111,92.778,94.444,93.056,94.167,58.889,67.5,74.444,79.722,92.222,93.889,93.611,93.611,92.222,61.111,70.278,80.833,84.444,92.222,95,95.833,94.722,89.444,66.944,93.056,96.111,96.389,96.389,94.722,86.111,77.5,66.111,92.222,94.444,93.611,92.222,83.889,83.056,79.722,74.444,63.611,93.333,91.667,90,90.833,73.611,84.167,78.611,75,68.611,90.556,90.278,90.278,90.278,64.167,81.944,80.278,77.5,74.167,G
1610,30.556,34.167,41.667,87.778,92.778,93.333,88.611,48.611,38.056,34.444,40,83.611,88.889,95.278,91.944,74.722,53.889,43.056,36.667,44.722,84.444,84.722,81.944,75.556,65,55,46.111,41.667,60.556,86.111,84.444,80,73.889,66.667,58.889,51.389,44.167,57.222,84.722,85.556,92.222,89.444,70.278,65.833,60,50.833,60.556,85,92.778,88.889,82.222,73.889,71.111,67.5,55.833,76.667,91.389,88.889,85.833,80.556,78.056,78.056,93.333,89.167,90.278,90.278,88.333,85.833,90,91.389,50.556,43.889,88.889,89.167,87.778,92.222,91.667,47.778,44.722,41.667,36.944,H
